transaction_id,customer_id,transaction_date,transaction_time,account_type,transaction_type,transaction_amount,transaction_direction,account_balance,merchant_category,state,credit_score,has_loan,loan_type,emi_amount,transaction_status,channel,kyc_status,is_fraud,transaction_hour,if_anomaly,if_score
TXN000003037,CUST020220,2019-01-10,14:07,Current,RTGS,756821.49,Debit,34047.63,Healthcare,Karnataka,759,1,Education,3164.49,Success,Mobile_App,Verified,0,14,-1,-0.0005177307516357477
TXN000003052,CUST001709,2019-01-10,17:38,Current,UPI,642.33,Credit,199667.23,Peer Transfer,Punjab,799,1,Personal,22825.55,Success,Mobile_App,Verified,0,17,-1,-0.04567420246132825
TXN000003340,CUST051375,2019-01-11,08:43,Current,ATM_Withdrawal,2000.0,Debit,33263.21,Salary,Gujarat,635,1,Auto,21150.95,Success,API,Verified,0,8,-1,-0.0007001631022534038
TXN000003365,CUST047833,2019-01-11,14:01,Savings,ATM_Withdrawal,1000.0,Debit,56125.28,E-Commerce,UP,406,1,Unknown,3260.68,Success,Mobile_App,Verified,0,14,-1,-0.002189606498817942
TXN000003483,CUST036778,2019-01-12,08:55,Savings,RTGS,996863.2,Credit,55380.52,Food & Dining,Rajasthan,312,0,Unknown,0.0,Success,Mobile_App,Verified,0,8,-1,-0.07252203255185696
TXN000003525,CUST034682,2019-01-12,06:11,Salary,UPI,104.91,Credit,27843.19,Food & Dining,Tamil Nadu,501,1,Auto,4310.25,Success,Mobile_App,Verified,0,6,-1,-0.02456794057305134
TXN000003709,CUST017267,2019-01-13,12:24,Current,Cheque,1862285.86,Credit,3572.79,Utilities,Telangana,526,1,Unknown,8570.45,Success,Web,Verified,0,12,-1,-0.07952017340379236
TXN000003727,CUST072526,2019-01-13,23:37,Current,Cheque,1682695.72,Credit,14232.94,Peer Transfer,Karnataka,769,0,Unknown,0.0,Success,API,Verified,0,23,-1,-0.019442916190029136
TXN000003822,CUST044817,2019-01-13,18:51,Salary,RTGS,109947.96,Debit,86914.76,Salary,Tamil Nadu,714,1,Auto,20830.24,Pending,Branch,Verified,0,18,-1,-0.017741277089286522
TXN000003846,CUST066898,2019-01-13,04:50,Savings,RTGS,1739876.76,Credit,40623.52,Insurance,Rajasthan,661,1,Personal,5772.53,Success,Web,Verified,0,4,-1,-0.050125564766345554
TXN000004375,CUST046526,2019-01-15,22:04,Savings,RTGS,571864.73,Credit,42973.08,Salary,Delhi,407,1,Home,13516.9,Success,Branch,Verified,0,22,-1,-0.0036489769634194813
TXN000004397,CUST054354,2019-01-15,09:26,Savings,UPI,420.67,Debit,9421.09,Travel,Maharashtra,785,1,Personal,33383.15,Success,POS_Terminal,Verified,0,9,-1,-0.010008821324476003
TXN000004404,CUST062791,2019-01-15,04:37,Current,ATM_Withdrawal,1000.0,Debit,21345.16,Education,Delhi,326,1,Business,31676.57,Success,Mobile_App,Verified,0,4,-1,-0.006479579384877976
TXN000004575,CUST004568,2019-01-15,15:39,Savings,RTGS,1822485.52,Credit,20807.77,Food & Dining,UP,733,1,Personal,2078.59,Success,API,Pending,1,15,-1,-0.033057264194014446
TXN000004766,CUST013700,2019-01-16,06:49,Savings,Cheque,923550.7,Debit,188339.9,Retail,Tamil Nadu,380,0,Unknown,0.0,Success,Mobile_App,Verified,0,6,-1,-0.044620969561802504
TXN000004983,CUST011985,2019-01-17,10:41,Savings,UPI,331.37,Debit,3450.93,Entertainment,UP,520,1,Gold,46582.27,Success,Mobile_App,Verified,0,10,-1,-0.05741739129771084
TXN000005076,CUST076437,2019-01-17,05:54,Savings,RTGS,3166846.09,Debit,49609.66,Investment,Telangana,572,0,Unknown,0.0,Success,Mobile_App,Verified,1,5,-1,-0.05905878808979448
TXN000005139,CUST047235,2019-01-17,20:26,Current,Credit_Card,139.47,Debit,51740.84,Salary,Telangana,406,0,Unknown,0.0,Success,Branch,Verified,0,20,-1,-0.002105793794746069
TXN000005480,CUST004759,2019-01-18,03:03,Current,UPI,10259.1,Credit,278383.52,Education,Delhi,488,1,Personal,27112.02,Success,Mobile_App,Verified,0,3,-1,-0.027950003635103915
TXN000005563,CUST049631,2019-01-19,15:40,Savings,RTGS,1153530.84,Debit,9670.76,Investment,UP,824,0,Unknown,0.0,Success,Mobile_App,Verified,0,15,-1,-0.0321064417246778
TXN000005748,CUST053640,2019-01-19,21:28,Savings,RTGS,281813.72,Credit,20277.52,Utilities,Telangana,792,0,Unknown,0.0,Success,Web,Verified,0,21,-1,-0.032223958452860746
TXN000005873,CUST026082,2019-01-20,03:50,Savings,RTGS,653075.19,Debit,19979.22,Retail,Rajasthan,645,0,Unknown,0.0,Failed,POS_Terminal,Pending,0,3,-1,-0.021356742596709055
TXN000006032,CUST026871,2019-01-20,10:20,Savings,RTGS,947610.94,Credit,9709.8,Travel,Rajasthan,837,0,Unknown,0.0,Success,POS_Terminal,Pending,0,10,-1,-0.01622958504499028
TXN000006344,CUST066544,2019-01-21,17:06,Savings,POS,2626.95,Debit,40243.69,Insurance,Maharashtra,793,1,Business,3420.28,Success,POS_Terminal,Verified,0,17,-1,-0.00793282752268254
TXN000006457,CUST057890,2019-01-22,22:56,Salary,NEFT,23755.42,Credit,21701.67,Salary,Karnataka,483,1,Business,44293.84,Success,Mobile_App,Verified,0,22,-1,-0.020052080174919218
TXN000006486,CUST030271,2019-01-22,10:11,NRI,UPI,497.78,Credit,27292.2,Food & Dining,UP,406,0,Unknown,0.0,Success,Mobile_App,Verified,0,10,-1,-0.02913460121380196
TXN000006491,CUST037880,2019-01-22,21:08,Savings,NEFT,1439.37,Credit,34392.78,Travel,Rajasthan,645,1,Personal,446.82,Success,Mobile_App,Verified,0,21,-1,-0.011270468068370176
TXN000006767,CUST017206,2019-01-23,19:27,NRI,POS,847.21,Debit,10596.05,E-Commerce,Delhi,429,1,Personal,23911.86,Success,Web,Verified,0,19,-1,-0.010995426277329856
TXN000006916,CUST064361,2019-01-23,06:10,Current,RTGS,742044.58,Credit,14668.9,Insurance,Maharashtra,362,0,Unknown,0.0,Success,Web,Verified,1,6,-1,-0.02688574309918501
TXN000006954,CUST020003,2019-01-23,04:52,Current,UPI,197.47,Debit,114343.24,Utilities,UP,676,0,Unknown,0.0,Success,Web,Verified,0,4,-1,-0.0020292741005202286
TXN000006972,CUST074855,2019-01-23,16:54,Fixed Deposit,UPI,430.31,Debit,125358.35,Retail,West Bengal,718,1,Home,28733.38,Success,Branch,Expired,0,16,-1,-0.01248907526824694
TXN000006981,CUST013289,2019-01-23,19:32,Savings,Cheque,1706862.79,Credit,8852.13,Entertainment,Karnataka,724,0,Unknown,0.0,Success,Web,Verified,0,19,-1,-0.08954510961018913
TXN000007115,CUST006042,2019-01-24,08:28,Savings,ATM_Withdrawal,5000.0,Debit,561530.78,Travel,Maharashtra,714,1,Personal,16761.59,Success,ATM,Verified,0,8,-1,-0.04947324793076047
TXN000007123,CUST005420,2019-01-24,05:56,Current,RTGS,550007.88,Credit,5682.27,Salary,Telangana,615,0,Unknown,0.0,Success,ATM,Verified,0,5,-1,-0.009708535133362672
TXN000007182,CUST049854,2019-01-24,15:36,Salary,IMPS,1380.99,Credit,109848.84,Fuel,Rajasthan,645,1,Personal,5743.41,Success,Mobile_App,Pending,0,15,-1,-0.011663177362587263
TXN000007281,CUST033124,2019-01-24,16:58,Fixed Deposit,RTGS,884914.82,Credit,9079.65,Education,Delhi,688,0,Unknown,0.0,Success,Mobile_App,Verified,0,16,-1,-0.06169175712547981
TXN000007354,CUST074778,2019-01-25,13:09,Savings,RTGS,1241064.33,Debit,21222.18,Insurance,Maharashtra,512,1,Auto,3747.64,Success,POS_Terminal,Pending,0,13,-1,-0.03537536486079362
TXN000007522,CUST027500,2019-01-25,15:49,Savings,POS,963.61,Debit,20673.02,Healthcare,Karnataka,452,1,Unknown,56470.22,Success,POS_Terminal,Verified,0,15,-1,-0.037289289609680476
TXN000007601,CUST038193,2019-01-25,16:52,Current,IMPS,15271.84,Credit,248226.69,Travel,Punjab,466,1,Home,41213.38,Success,POS_Terminal,Verified,0,16,-1,-0.006269188507031176
TXN000007725,CUST036614,2019-01-26,13:49,Savings,RTGS,1397407.29,Credit,13402.84,Retail,Delhi,430,1,Auto,4285.39,Success,Web,Verified,0,13,-1,-0.05692404738888157
TXN000007732,CUST044554,2019-01-26,03:36,Current,RTGS,1062136.68,Credit,35199.52,Retail,Delhi,719,0,Unknown,0.0,Success,Mobile_App,Verified,0,3,-1,-0.04183409557725071
TXN000007775,CUST008537,2019-01-26,01:44,Current,Cheque,22598.56,Credit,230577.71,Government,Maharashtra,425,1,Home,14057.85,Success,ATM,Verified,0,1,-1,-0.0016378897081835708
TXN000007897,CUST003986,2019-01-26,20:39,Savings,UPI,1522.22,Credit,108809.83,Peer Transfer,Telangana,871,1,Home,51898.81,Success,Mobile_App,Verified,0,20,-1,-0.020593830338927144
TXN000008003,CUST032451,2019-01-27,16:55,Current,RTGS,1204155.35,Credit,133346.68,Food & Dining,Gujarat,637,0,Unknown,0.0,Success,API,Verified,1,16,-1,-0.00697722859796901
TXN000008228,CUST056867,2019-01-27,09:48,Fixed Deposit,IMPS,6612.45,Debit,78799.3,Food & Dining,Karnataka,406,1,Business,17381.15,Success,Mobile_App,Verified,0,9,-1,-0.006552414443548593
TXN000008260,CUST075272,2019-01-28,07:43,Savings,Net_Banking,1084.96,Debit,25078.45,Utilities,Tamil Nadu,676,0,Unknown,0.0,Success,ATM,Pending,0,7,-1,-0.015713735601993517
TXN000008316,CUST077187,2019-01-28,16:52,Current,Net_Banking,2297.27,Credit,90851.99,Retail,Gujarat,406,1,Business,4416.1,Success,Branch,Verified,0,16,-1,-0.012114717729947655
TXN000008434,CUST006792,2019-01-28,22:21,Salary,RTGS,918739.84,Credit,8907.78,Utilities,Delhi,848,0,Unknown,0.0,Success,Web,Expired,0,22,-1,-0.010139655145245174
TXN000008472,CUST041616,2019-01-28,08:41,Savings,RTGS,873992.55,Debit,123760.84,Utilities,Delhi,392,1,Personal,3916.99,Success,Mobile_App,Verified,0,8,-1,-0.029628203175852352
TXN000008492,CUST033514,2019-01-28,03:18,Current,Auto_Debit,1912.73,Debit,47131.94,E-Commerce,Maharashtra,326,0,Unknown,0.0,Success,Web,Pending,0,3,-1,-0.04503997932963588
TXN000008607,CUST021687,2019-01-29,16:14,Savings,UPI,1209.55,Credit,179123.19,Food & Dining,Delhi,388,1,Home,44692.78,Success,Web,Verified,0,16,-1,-0.01901291427991403
TXN000008781,CUST045313,2019-01-29,19:13,Savings,Auto_Debit,1739.99,Debit,4893.7,Peer Transfer,Telangana,750,1,Personal,15818.28,Success,Branch,Verified,0,19,-1,-0.01468318440172911
TXN000008984,CUST049820,2019-01-30,20:07,Savings,RTGS,1483502.78,Debit,12058.78,Food & Dining,Delhi,439,0,Unknown,0.0,Success,Web,Verified,0,20,-1,-0.023037562429876313
TXN000009055,CUST065140,2019-01-30,19:47,Fixed Deposit,IMPS,1151.37,Credit,459615.27,Utilities,Karnataka,553,1,Home,23448.82,Success,Mobile_App,Verified,0,19,-1,-0.016481307858402072
TXN000009257,CUST076293,2019-01-31,18:48,Fixed Deposit,UPI,260.84,Debit,15453.75,Food & Dining,West Bengal,406,0,Unknown,0.0,Success,Web,Verified,0,18,-1,-0.0016247516585528032
TXN000009457,CUST025105,2019-02-01,21:58,Current,UPI,7235.8,Credit,3469505.06,Investment,Rajasthan,866,1,Personal,1046.41,Success,Branch,Verified,0,21,-1,-0.013717619041096252
TXN000009461,CUST031219,2019-02-01,04:16,Salary,Cheque,1265891.52,Credit,28172.13,Peer Transfer,Tamil Nadu,885,0,Unknown,0.0,Success,POS_Terminal,Verified,0,4,-1,-0.06075695282147997
TXN000009542,CUST046979,2019-02-01,01:18,Savings,RTGS,113383.48,Credit,48608.65,Salary,UP,501,1,Education,1436.74,Success,ATM,Verified,0,1,-1,-0.005476381798133145
TXN000009548,CUST054797,2019-02-01,21:24,NRI,RTGS,1486820.08,Credit,24036.6,Retail,Maharashtra,660,0,Unknown,0.0,Success,Mobile_App,Verified,0,21,-1,-0.012865515979528452
TXN000009696,CUST023239,2019-02-02,10:06,Savings,RTGS,1116762.88,Credit,36975.84,Food & Dining,Gujarat,415,0,Unknown,0.0,Success,Mobile_App,Verified,0,10,-1,-0.029420840893120692
TXN000009794,CUST061502,2019-02-02,19:39,Savings,RTGS,813569.26,Credit,182882.78,E-Commerce,Rajasthan,753,1,Home,9537.53,Success,Mobile_App,Verified,0,19,-1,-0.0364840537433031
TXN000010138,CUST058727,2019-02-03,22:34,Current,NEFT,3835287.43,Debit,107381.79,Food & Dining,Tamil Nadu,388,0,Unknown,0.0,Success,Mobile_App,Verified,0,22,-1,-0.07192464954241184
TXN000010410,CUST056975,2019-02-04,13:21,Savings,RTGS,631602.2,Credit,31729.19,Government,Karnataka,896,0,Unknown,0.0,Success,Web,Verified,0,13,-1,-0.033896958460409965
TXN000010441,CUST079401,2019-02-04,04:01,Savings,RTGS,903937.63,Credit,34426.13,Government,Telangana,609,0,Unknown,0.0,Success,Mobile_App,Verified,0,4,-1,-0.005534114478948471
TXN000010513,CUST009305,2019-02-04,20:22,Fixed Deposit,Credit_Card,25377.37,Debit,64817.01,Peer Transfer,West Bengal,425,1,Personal,23782.5,Success,Web,Expired,0,20,-1,-0.04810202074699954
TXN000010574,CUST044292,2019-02-05,04:09,Savings,RTGS,357778.87,Credit,225899.22,Peer Transfer,West Bengal,694,0,Unknown,0.0,Success,Mobile_App,Verified,0,4,-1,-0.013577756203980051
TXN000010704,CUST029715,2019-02-05,02:49,Current,NEFT,580023.93,Credit,30397.98,Salary,Karnataka,880,0,Unknown,0.0,Success,Mobile_App,Verified,0,2,-1,-0.013339498194230082
TXN000010731,CUST034949,2019-02-05,07:15,Fixed Deposit,RTGS,293827.33,Debit,237965.83,Government,Maharashtra,585,0,Unknown,0.0,Success,Mobile_App,Verified,0,7,-1,-0.005415039502676411
TXN000011018,CUST030165,2019-02-06,11:45,Savings,RTGS,973596.16,Credit,19604.89,Fuel,Gujarat,665,0,Unknown,0.0,Success,Mobile_App,Verified,0,11,-1,-0.027135103116546322
TXN000011076,CUST077189,2019-02-06,09:07,Current,Cheque,1509957.24,Debit,6972.65,Salary,Rajasthan,483,0,Unknown,0.0,Success,ATM,Verified,0,9,-1,-0.05130507067400325
TXN000011289,CUST036052,2019-02-07,04:12,Current,UPI,233.99,Debit,22154.45,Government,Maharashtra,548,1,Auto,34500.22,Success,Web,Verified,0,4,-1,-0.001126394273136988
TXN000011451,CUST067547,2019-02-08,06:46,Savings,IMPS,5671.55,Debit,15370.09,Education,UP,849,1,Home,22984.45,Pending,Web,Verified,0,6,-1,-0.005029594423240802
TXN000011571,CUST015749,2019-02-08,10:31,Salary,Cheque,2004752.03,Debit,343411.12,Peer Transfer,UP,543,1,Unknown,5871.4,Success,Branch,Verified,0,10,-1,-0.05723593830738338
TXN000011672,CUST027741,2019-02-08,00:23,Current,RTGS,415990.02,Credit,34100.71,Real Estate,West Bengal,755,0,Unknown,0.0,Success,API,Verified,0,0,-1,-0.008262873911906277
TXN000011699,CUST016351,2019-02-08,08:43,Salary,RTGS,62705.08,Debit,31713.67,E-Commerce,Maharashtra,640,0,Unknown,0.0,Success,Web,Verified,0,8,-1,-0.012847682848603603
TXN000011761,CUST070424,2019-02-09,04:39,NRI,RTGS,1591181.59,Debit,53649.41,Peer Transfer,Delhi,307,0,Unknown,0.0,Success,Mobile_App,Pending,0,4,-1,-0.05203205084381557
TXN000011945,CUST055747,2019-02-09,18:57,Salary,UPI,699.44,Debit,5628.01,Retail,Telangana,505,0,Unknown,0.0,Success,API,Verified,0,18,-1,-0.004333365249456267
TXN000011947,CUST036819,2019-02-09,19:16,Current,IMPS,3949.03,Debit,44141.88,Travel,Rajasthan,470,1,Personal,4517.76,Success,Branch,Verified,0,19,-1,-0.013203193919093859
TXN000011966,CUST019057,2019-02-09,02:30,Fixed Deposit,RTGS,780559.24,Debit,1907.22,Education,Delhi,728,0,Unknown,0.0,Success,Web,Verified,0,2,-1,-0.043376248129922135
TXN000012003,CUST003213,2019-02-09,06:23,Savings,NEFT,8009.88,Debit,12870.83,Peer Transfer,West Bengal,696,1,Personal,43951.16,Success,Web,Expired,0,6,-1,-0.0021344895219470583
TXN000012023,CUST027585,2019-02-10,20:01,Current,Auto_Debit,5843.18,Debit,73560.32,E-Commerce,Karnataka,604,1,Unknown,45083.97,Success,Web,Verified,0,20,-1,-0.0031297307664803764
TXN000012152,CUST007236,2019-02-10,13:05,Salary,RTGS,198350.95,Credit,27479.57,Entertainment,Punjab,749,1,Personal,5609.87,Success,ATM,Verified,0,13,-1,-0.0005729712357095407
TXN000012511,CUST044294,2019-02-11,20:59,Current,RTGS,154400.95,Debit,16483.19,Fuel,Delhi,649,0,Unknown,0.0,Success,Mobile_App,Verified,0,20,-1,-0.01899213451995596
TXN000012621,CUST049980,2019-02-12,04:56,Fixed Deposit,Cheque,115467.29,Debit,86276.02,Food & Dining,Telangana,739,1,Business,3784.47,Success,Branch,Verified,0,4,-1,-0.03344649090371743
TXN000012698,CUST024289,2019-02-12,09:10,Savings,RTGS,813341.8,Credit,57066.95,Peer Transfer,Rajasthan,392,0,Unknown,0.0,Failed,Web,Verified,0,9,-1,-0.010144195674729795
TXN000012835,CUST045892,2019-02-12,01:43,Fixed Deposit,RTGS,339096.99,Credit,28406.88,Healthcare,Delhi,585,1,Personal,3283.26,Success,Mobile_App,Verified,0,1,-1,-0.013381208427314606
TXN000012842,CUST015829,2019-02-12,07:54,Fixed Deposit,RTGS,725118.15,Debit,116784.97,E-Commerce,Rajasthan,768,0,Unknown,0.0,Success,Mobile_App,Verified,0,7,-1,-0.05601963622141359
TXN000012970,CUST061472,2019-02-13,07:28,Current,RTGS,789906.59,Debit,70208.53,Retail,Gujarat,875,0,Unknown,0.0,Success,Mobile_App,Verified,0,7,-1,-0.009028973605524016
TXN000013047,CUST055536,2019-02-13,12:18,Salary,UPI,311.23,Credit,3685.5,Retail,West Bengal,505,0,Unknown,0.0,Success,POS_Terminal,Expired,0,12,-1,-0.020237724002856283
TXN000013129,CUST031501,2019-02-13,05:14,Savings,IMPS,2484.63,Debit,8194.35,E-Commerce,UP,372,0,Unknown,0.0,Success,Mobile_App,Verified,0,5,-1,-0.00322759459886357
TXN000013338,CUST039434,2019-02-14,00:49,Savings,RTGS,2934620.88,Credit,5937.88,Food & Dining,Maharashtra,757,0,Unknown,0.0,Success,Branch,Verified,0,0,-1,-0.08091943486910469
TXN000013343,CUST022287,2019-02-14,14:20,NRI,IMPS,2001.15,Debit,119896.88,Utilities,Tamil Nadu,406,0,Unknown,0.0,Success,Web,Verified,0,14,-1,-0.013936359350566807
TXN000013371,CUST054914,2019-02-14,06:40,Savings,Net_Banking,193906.35,Credit,92124.7,Entertainment,Delhi,403,1,Education,31824.0,Reversed,Mobile_App,Expired,0,6,-1,-0.010339164251181199
TXN000013477,CUST003693,2019-02-14,10:27,Savings,RTGS,796751.15,Credit,157196.41,Salary,Gujarat,629,0,Unknown,0.0,Success,Mobile_App,Verified,0,10,-1,-0.029730888825789892
TXN000013553,CUST012700,2019-02-15,18:56,Current,ATM_Withdrawal,2000.0,Debit,32248.53,Salary,Maharashtra,714,0,Unknown,0.0,Failed,ATM,Verified,0,18,-1,-0.006513824650228317
TXN000013577,CUST068174,2019-02-15,09:50,Salary,UPI,2864.25,Credit,27087.49,E-Commerce,Tamil Nadu,501,0,Unknown,0.0,Success,Mobile_App,Expired,0,9,-1,-0.004579118376265567
TXN000013632,CUST041231,2019-02-15,13:50,Savings,Net_Banking,11229.12,Credit,10668.11,Fuel,Telangana,429,1,Auto,16714.7,Success,Web,Verified,0,13,-1,-0.007441815778279515
TXN000013665,CUST055343,2019-02-15,03:27,Savings,RTGS,543969.7,Debit,121298.26,Retail,Delhi,540,0,Unknown,0.0,Success,Web,Verified,0,3,-1,-0.03460078455047155
TXN000013727,CUST067262,2019-02-15,20:55,Current,Credit_Card,2118.78,Debit,97153.86,Travel,Delhi,649,1,Business,2649.7,Success,Mobile_App,Pending,0,20,-1,-0.018230447411554773
TXN000013765,CUST064007,2019-02-15,16:44,Savings,POS,498.55,Debit,52232.6,Food & Dining,West Bengal,406,1,Auto,16544.75,Success,Web,Verified,0,16,-1,-0.010635250723686429
TXN000013809,CUST033845,2019-02-16,20:00,Current,RTGS,482914.22,Credit,65960.09,Travel,Karnataka,312,1,Home,8054.29,Success,ATM,Pending,0,20,-1,-0.018552703044405594
TXN000013956,CUST009462,2019-02-16,17:59,NRI,UPI,545.72,Credit,187711.5,E-Commerce,Maharashtra,718,1,Business,31648.71,Success,Web,Verified,0,17,-1,-0.013251919548341595
TXN000013993,CUST039245,2019-02-16,09:00,Current,RTGS,1500521.13,Debit,18405.26,Peer Transfer,Punjab,675,1,Personal,11042.83,Success,Web,Verified,0,9,-1,-0.03283864157484395
TXN000014108,CUST020552,2019-02-17,13:59,Current,UPI,5880.06,Credit,15422.9,Real Estate,Punjab,649,1,Business,14849.93,Success,Mobile_App,Verified,0,13,-1,-0.001366369659686284
TXN000014473,CUST038735,2019-02-18,11:43,Savings,RTGS,759606.14,Debit,162826.63,Salary,Gujarat,423,0,Unknown,0.0,Success,Web,Verified,0,11,-1,-0.041651068790673595
TXN000014614,CUST076203,2019-02-18,06:16,Fixed Deposit,UPI,3502.73,Debit,46289.04,Fuel,Tamil Nadu,649,1,Home,37013.49,Success,Mobile_App,Verified,0,6,-1,-0.07386826343314545
TXN000014728,CUST036177,2019-02-19,05:45,NRI,RTGS,1051689.36,Credit,216645.06,Food & Dining,West Bengal,423,1,Business,4812.92,Success,API,Verified,0,5,-1,-0.0640845049284654
TXN000014772,CUST018941,2019-02-19,10:44,Savings,Auto_Debit,1129.74,Debit,30934.68,Healthcare,Karnataka,313,1,Home,50777.64,Success,Mobile_App,Verified,0,10,-1,-0.002647370289274531
TXN000014814,CUST014324,2019-02-19,03:48,Savings,RTGS,396220.92,Debit,40025.51,Food & Dining,Maharashtra,372,0,Unknown,0.0,Success,POS_Terminal,Verified,0,3,-1,-0.028321400543660502
TXN000014855,CUST037665,2019-02-19,02:12,Current,RTGS,78730.79,Debit,23713.55,Salary,Gujarat,510,1,Auto,32247.36,Failed,POS_Terminal,Verified,0,2,-1,-0.012602865231232108
TXN000014910,CUST002803,2019-02-19,15:28,Savings,RTGS,1039174.88,Credit,73882.79,Government,Delhi,434,1,Personal,6882.5,Success,Mobile_App,Verified,0,15,-1,-0.03707394249453455
TXN000015012,CUST041539,2019-02-20,06:39,Salary,RTGS,1162017.04,Credit,97466.69,Education,Tamil Nadu,366,0,Unknown,0.0,Success,Mobile_App,Verified,0,6,-1,-0.040620138353733015
TXN000015174,CUST024344,2019-02-20,05:39,Salary,RTGS,1111112.52,Credit,52006.38,E-Commerce,Maharashtra,586,1,Personal,13341.21,Success,API,Pending,0,5,-1,-0.0012610283936611566
TXN000015265,CUST060286,2019-02-20,00:32,Current,RTGS,127868.34,Debit,236105.87,Retail,Maharashtra,699,1,Business,401.99,Success,POS_Terminal,Pending,0,0,-1,-0.014169368884997757
