transaction_date,count
2023-02-25,308
2023-03-26,308
2023-06-30,308
2023-08-23,308
2023-12-19,308
2019-02-27,307
2019-05-05,307
2019-08-25,307
2019-08-30,307
2019-10-19,307
2019-11-11,307
2019-11-29,307
2019-12-22,307
2019-12-23,307
2020-03-02,307
2020-05-24,307
2020-06-05,307
2020-06-09,307
2020-07-07,307
2020-08-23,307
2020-10-01,307
2020-10-22,307
2020-12-04,307
2021-02-17,307
2021-04-21,307
2021-04-23,307
2021-06-02,307
2021-06-11,307
2021-09-07,307
2021-09-20,307
2021-09-24,307
2021-09-27,307
2021-09-29,307
2021-11-02,307
2021-11-03,307
2021-12-13,307
2022-02-06,307
2022-02-08,307
2022-03-01,307
2022-03-13,307
2022-07-07,307
2022-07-09,307
2022-08-31,307
2022-09-18,307
2022-10-22,307
2022-11-01,307
2023-02-14,307
2023-03-29,307
2023-05-02,307
2023-05-26,307
2023-10-01,307
2019-04-16,306
2019-06-23,306
2019-07-03,306
2019-07-15,306
2019-12-09,306
2020-02-10,306
2020-03-31,306
2020-07-08,306
2020-08-16,306
2020-09-11,306
2020-10-09,306
2020-10-14,306
2020-10-30,306
2021-02-02,306
2021-02-12,306
2021-04-02,306
2021-04-04,306
2021-07-09,306
2021-08-20,306
2021-10-05,306
2022-03-15,306
2022-05-02,306
2022-05-21,306
2022-10-13,306
2022-11-11,306
2022-11-29,306
2023-01-19,306
2023-03-06,306
2023-03-14,306
2023-04-05,306
2023-05-20,306
2023-06-02,306
2023-06-15,306
2023-06-19,306
2023-08-18,306
2019-06-26,305
2020-04-03,305
2020-04-20,305
2020-09-19,305
2020-09-23,305
2020-12-02,305
2021-02-05,305
2021-05-12,305
2021-06-04,305
2021-06-12,305
2021-07-08,305
2021-07-23,305
2021-08-04,305
2021-08-10,305
2021-08-24,305
2021-10-21,305
2022-01-03,305
2022-01-21,305
2022-02-27,305
2022-04-11,305
2022-04-24,305
2022-06-24,305
2022-08-08,305
2022-09-24,305
2022-09-25,305
2022-10-19,305
2022-11-19,305
2022-11-20,305
2023-06-04,305
2023-06-07,305
2023-10-19,305
2023-12-08,305
2019-02-10,304
2019-02-14,304
2019-04-04,304
2019-05-01,304
2019-05-15,304
2019-06-09,304
2019-07-18,304
2019-10-15,304
2019-12-24,304
2020-03-16,304
2020-05-23,304
2020-07-06,304
2020-08-30,304
2020-09-29,304
2020-10-10,304
2020-10-24,304
2020-11-26,304
2021-02-27,304
2021-03-11,304
2021-04-07,304
2021-07-05,304
2021-10-24,304
2021-12-21,304
2022-01-20,304
2022-02-03,304
2022-06-21,304
2022-06-30,304
2022-07-16,304
2022-09-06,304
2022-09-28,304
2022-10-24,304
2022-10-26,304
2022-12-17,304
2022-12-19,304
2023-01-20,304
2023-02-04,304
2023-04-04,304
2023-05-21,304
2023-07-30,304
2023-10-23,304
2023-12-02,304
2019-02-13,303
2019-03-09,303
2019-04-19,303
2019-05-31,303
2019-07-02,303
2019-12-31,303
2020-01-04,303
2020-01-15,303
2020-02-15,303
2020-02-29,303
2020-03-07,303
2020-06-08,303
2020-07-11,303
2020-07-17,303
2020-07-24,303
2020-08-03,303
2020-10-11,303
2020-11-16,303
2020-11-30,303
2020-12-22,303
2020-12-27,303
2021-02-24,303
2021-04-29,303
2021-07-13,303
2021-07-14,303
2021-07-26,303
2021-09-03,303
2021-09-06,303
2021-09-15,303
2021-10-04,303
2021-11-13,303
2022-03-05,303
2022-06-07,303
2022-06-09,303
2022-07-18,303
2022-08-06,303
2022-08-27,303
2022-10-04,303
2022-11-17,303
2022-12-22,303
2023-01-09,303
2023-03-05,303
2023-03-08,303
2023-03-16,303
2023-03-22,303
2023-07-14,303
2023-07-20,303
2023-07-27,303
2023-08-27,303
2023-09-18,303
2023-11-30,303
2019-04-08,302
2019-05-13,302
2019-06-11,302
2019-07-26,302
2019-09-19,302
2020-02-06,302
2020-03-01,302
2020-04-24,302
2020-09-05,302
2020-09-30,302
2020-11-18,302
2021-02-10,302
2021-02-28,302
2021-04-24,302
2021-11-08,302
2021-11-24,302
2021-12-11,302
2021-12-28,302
2022-01-01,302
2022-02-12,302
2022-03-17,302
2022-05-11,302
2022-06-10,302
2022-07-05,302
2022-08-24,302
2022-09-23,302
2022-12-12,302
2022-12-29,302
2023-05-16,302
2023-07-15,302
2019-02-07,301
2019-02-16,301
2019-03-08,301
2019-05-03,301
2019-05-07,301
2019-11-04,301
2019-11-20,301
2019-11-26,301
2020-01-02,301
2020-01-29,301
2020-06-15,301
2020-09-26,301
2020-11-23,301
2021-02-11,301
2021-03-07,301
2021-04-10,301
2021-05-16,301
2021-05-28,301
2021-07-07,301
2021-07-16,301
2021-08-16,301
2021-08-30,301
2021-11-12,301
2021-11-23,301
2022-01-02,301
2022-01-27,301
2022-02-25,301
2022-04-12,301
2022-08-02,301
2022-09-02,301
2022-11-21,301
2023-01-30,301
2023-03-04,301
2023-07-26,301
2023-11-24,301
2019-01-04,300
2019-01-26,300
2019-04-05,300
2019-06-03,300
2019-06-04,300
2019-07-22,300
2019-08-13,300
2019-09-29,300
2019-10-05,300
2019-11-17,300
2019-11-23,300
2020-01-19,300
2020-03-29,300
2020-04-10,300
2020-04-13,300
2020-08-05,300
2020-08-09,300
2020-08-17,300
2020-08-26,300
2020-09-04,300
2020-10-13,300
2020-12-11,300
2021-01-20,300
2021-01-26,300
2021-05-01,300
2021-07-01,300
2021-08-21,300
2021-08-29,300
2021-12-16,300
2021-12-20,300
2022-03-09,300
2022-03-28,300
2022-03-29,300
2022-04-19,300
2022-05-07,300
2022-06-03,300
2022-06-27,300
2022-10-12,300
2022-10-21,300
2022-11-10,300
2022-11-16,300
2023-04-16,300
2023-04-22,300
2023-11-07,300
2023-12-15,300
2019-02-12,299
2019-04-21,299
2019-05-08,299
2019-05-12,299
2019-07-14,299
2020-01-08,299
2020-03-04,299
2020-05-21,299
2020-06-30,299
2020-07-27,299
2020-08-08,299
2020-09-09,299
2020-09-22,299
2020-10-04,299
2020-10-28,299
2021-01-23,299
2021-04-09,299
2021-05-14,299
2021-05-19,299
2021-06-09,299
2021-07-30,299
2021-09-16,299
2021-09-22,299
2021-10-31,299
2021-12-10,299
2022-01-22,299
2022-01-31,299
2022-02-07,299
2022-02-21,299
2022-02-26,299
2022-03-03,299
2022-04-16,299
2022-05-04,299
2022-10-06,299
2022-11-15,299
2022-12-04,299
2023-02-08,299
2023-02-28,299
2023-04-10,299
2023-06-10,299
2023-06-27,299
2023-07-24,299
2023-09-05,299
2023-09-09,299
2023-11-27,299
2019-01-01,298
2019-01-25,298
2019-01-30,298
2019-02-03,298
2019-03-05,298
2019-06-15,298
2019-07-21,298
2019-08-10,298
2019-08-31,298
2019-10-02,298
2019-11-08,298
2019-12-10,298
2019-12-12,298
2020-02-18,298
2020-03-12,298
2020-04-21,298
2020-05-26,298
2020-06-26,298
2020-08-07,298
2020-09-13,298
2020-10-06,298
2020-10-18,298
2020-12-28,298
2020-12-31,298
2021-02-01,298
2021-05-22,298
2021-05-24,298
2021-05-27,298
2021-06-27,298
2021-08-26,298
2021-08-28,298
2021-09-23,298
2021-09-28,298
2021-11-18,298
2021-12-14,298
2021-12-15,298
2021-12-23,298
2022-01-14,298
2022-01-28,298
2022-04-22,298
2022-08-07,298
2022-09-26,298
2022-11-25,298
2022-12-01,298
2023-01-24,298
2023-02-19,298
2023-02-22,298
2023-03-02,298
2023-03-21,298
2023-06-20,298
2023-08-25,298
2023-09-23,298
2023-10-22,298
2023-10-29,298
2019-01-31,297
2019-03-24,297
2019-03-28,297
2019-07-16,297
2019-11-27,297
2019-12-01,297
2019-12-19,297
2020-02-04,297
2020-04-26,297
2020-05-25,297
2020-07-01,297
2020-09-06,297
2021-01-14,297
2021-01-19,297
2021-02-18,297
2021-02-22,297
2021-04-01,297
2021-06-03,297
2021-09-13,297
2021-11-01,297
2021-11-11,297
2021-11-20,297
2022-02-19,297
2022-04-29,297
2022-09-03,297
2022-12-26,297
2023-03-20,297
2023-05-29,297
2023-06-25,297
2023-06-28,297
2023-08-16,297
2023-11-23,297
2023-12-10,297
2019-01-12,296
2019-01-13,296
2019-01-18,296
2019-03-12,296
2019-03-21,296
2019-04-02,296
2019-04-13,296
2019-04-24,296
2019-05-10,296
2019-07-07,296
2019-08-17,296
2019-09-14,296
2019-11-13,296
2019-11-19,296
2020-02-25,296
2020-04-29,296
2020-07-03,296
2020-08-20,296
2020-08-21,296
2020-09-02,296
2020-11-17,296
2020-12-06,296
2020-12-29,296
2021-05-11,296
2021-06-17,296
2021-07-24,296
2021-08-09,296
2021-08-13,296
2021-10-07,296
2021-11-06,296
2021-11-09,296
2022-04-18,296
2022-05-22,296
2022-09-30,296
2022-10-03,296
2022-11-22,296
2023-01-21,296
2023-02-05,296
2023-02-18,296
2023-03-15,296
2023-06-24,296
2023-07-06,296
2023-07-08,296
2023-09-03,296
2023-10-18,296
2023-12-22,296
2023-12-31,296
2019-03-22,295
2019-05-02,295
2019-09-10,295
2019-11-03,295
2020-01-09,295
2020-02-24,295
2020-04-01,295
2020-04-02,295
2020-04-14,295
2020-05-20,295
2020-10-05,295
2020-10-23,295
2020-11-28,295
2020-12-23,295
2021-01-11,295
2021-02-08,295
2021-03-14,295
2021-04-25,295
2021-04-26,295
2021-05-20,295
2021-06-14,295
2021-07-06,295
2021-07-17,295
2021-10-12,295
2021-12-27,295
2022-01-15,295
2022-01-18,295
2022-03-04,295
2022-03-23,295
2022-11-07,295
2022-12-23,295
2023-01-17,295
2023-02-02,295
2023-04-25,295
2023-05-08,295
2023-06-08,295
2023-08-09,295
2023-08-30,295
2023-09-07,295
2023-09-28,295
2024-01-01,295
2019-03-30,294
2019-08-05,294
2019-08-09,294
2019-08-28,294
2019-09-03,294
2019-09-15,294
2019-10-07,294
2019-10-28,294
2019-12-17,294
2020-02-22,294
2020-03-14,294
2020-04-07,294
2020-05-08,294
2020-06-24,294
2020-11-15,294
2020-11-22,294
2021-01-12,294
2021-06-22,294
2021-06-25,294
2021-06-30,294
2021-07-22,294
2021-08-23,294
2021-10-23,294
2021-11-05,294
2021-12-06,294
2022-01-26,294
2022-07-27,294
2022-07-28,294
2022-09-27,294
2022-10-01,294
2022-10-15,294
2022-11-09,294
2022-12-21,294
2023-02-13,294
2023-03-12,294
2023-05-18,294
2023-08-01,294
2023-09-29,294
2023-10-11,294
2023-12-18,294
2019-01-29,293
2019-03-17,293
2019-05-14,293
2019-07-17,293
2019-08-16,293
2019-10-21,293
2019-10-31,293
2019-12-04,293
2020-01-03,293
2020-02-26,293
2020-03-03,293
2020-05-28,293
2021-02-07,293
2021-08-11,293
2021-12-07,293
2021-12-08,293
2022-05-08,293
2022-05-31,293
2022-10-09,293
2022-10-14,293
2022-11-28,293
2023-02-27,293
2023-05-11,293
2023-08-04,293
2023-08-17,293
2023-09-04,293
2023-10-31,293
2023-11-19,293
2023-12-06,293
2019-01-03,292
2019-06-25,292
2019-10-06,292
2019-12-08,292
2019-12-20,292
2020-01-07,292
2020-01-11,292
2020-02-16,292
2020-03-10,292
2020-04-05,292
2020-06-06,292
2020-07-21,292
2020-09-27,292
2020-10-17,292
2020-12-20,292
2021-03-30,292
2021-06-07,292
2021-08-07,292
2021-08-08,292
2021-08-19,292
2021-09-04,292
2021-10-15,292
2021-10-18,292
2021-11-28,292
2022-02-10,292
2022-02-15,292
2022-02-22,292
2022-04-30,292
2022-06-16,292
2022-06-22,292
2022-08-10,292
2022-08-21,292
2022-10-29,292
2022-11-08,292
2023-03-24,292
2023-05-01,292
2023-05-07,292
2023-09-10,292
2023-10-28,292
2023-12-25,292
2023-12-26,292
2019-02-04,291
2019-03-16,291
2019-06-06,291
2019-07-01,291
2019-10-08,291
2019-11-16,291
2020-02-17,291
2020-03-06,291
2020-04-25,291
2020-06-10,291
2020-07-12,291
2021-01-02,291
2021-01-06,291
2021-07-03,291
2021-07-19,291
2021-07-20,291
2021-09-30,291
2022-01-04,291
2022-02-05,291
2022-02-23,291
2022-06-11,291
2022-06-20,291
2022-07-26,291
2022-11-30,291
2023-01-06,291
2023-01-13,291
2023-03-27,291
2023-06-11,291
2023-08-02,291
2023-08-12,291
2023-08-22,291
2023-10-26,291
2023-12-04,291
2023-12-12,291
2019-01-28,290
2019-05-09,290
2019-05-24,290
2019-09-20,290
2020-01-23,290
2020-02-08,290
2020-04-19,290
2020-10-02,290
2020-10-03,290
2020-11-05,290
2021-01-18,290
2021-02-14,290
2021-03-16,290
2021-03-18,290
2021-03-23,290
2021-03-29,290
2021-06-20,290
2021-07-11,290
2021-11-30,290
2021-12-04,290
2022-04-04,290
2022-04-14,290
2022-07-19,290
2022-09-20,290
2023-03-19,290
2023-04-09,290
2023-04-13,290
2023-04-24,290
2023-07-21,290
2023-08-31,290
2023-09-02,290
2023-09-17,290
2019-01-17,289
2019-03-03,289
2019-06-24,289
2019-08-27,289
2019-09-21,289
2019-10-22,289
2020-01-30,289
2020-03-17,289
2020-04-15,289
2020-04-18,289
2020-05-09,289
2020-05-15,289
2020-05-18,289
2020-05-30,289
2020-12-01,289
2020-12-30,289
2021-02-06,289
2021-03-09,289
2021-08-03,289
2021-11-22,289
2021-12-05,289
2022-01-24,289
2022-03-11,289
2022-03-12,289
2022-04-15,289
2022-04-20,289
2022-06-06,289
2022-08-12,289
2023-02-06,289
2023-02-10,289
2023-02-26,289
2023-03-03,289
2023-03-11,289
2023-04-06,289
2023-04-07,289
2023-06-21,289
2023-07-19,289
2023-09-08,289
2019-03-19,288
2019-05-23,288
2019-08-08,288
2019-09-11,288
2019-09-18,288
2020-02-21,288
2020-03-23,288
2020-06-28,288
2020-09-20,288
2020-10-15,288
2020-10-21,288
2021-03-02,288
2021-05-25,288
2021-07-25,288
2021-07-28,288
2021-10-17,288
2021-11-14,288
2022-09-22,288
2022-10-02,288
2022-12-07,288
2023-03-07,288
2023-04-01,288
2023-05-10,288
2023-06-13,288
2023-07-16,288
2023-07-28,288
2023-12-24,288
2019-02-19,287
2019-05-17,287
2019-06-08,287
2019-06-10,287
2019-08-20,287
2019-09-07,287
2019-12-11,287
2020-06-02,287
2020-06-17,287
2020-07-22,287
2020-08-24,287
2020-12-14,287
2021-01-22,287
2021-02-26,287
2021-03-01,287
2021-05-17,287
2021-05-31,287
2021-08-05,287
2021-09-11,287
2022-03-16,287
2022-04-21,287
2022-05-29,287
2022-05-30,287
2022-07-06,287
2023-01-01,287
2023-01-18,287
2023-01-25,287
2023-01-26,287
2023-02-09,287
2023-08-15,287
2023-11-03,287
2023-12-07,287
2023-12-09,287
2023-12-20,287
2019-03-13,286
2019-04-03,286
2019-04-11,286
2019-04-30,286
2019-05-30,286
2019-07-12,286
2019-07-19,286
2019-09-09,286
2019-10-27,286
2019-12-05,286
2020-01-26,286
2020-02-05,286
2020-07-14,286
2020-07-20,286
2020-08-13,286
2021-03-04,286
2021-03-17,286
2021-11-27,286
2022-02-17,286
2022-04-17,286
2022-05-09,286
2022-06-05,286
2022-10-08,286
2022-10-17,286
2022-11-12,286
2022-12-06,286
2022-12-11,286
2023-03-25,286
2023-06-09,286
2023-07-22,286
2023-08-29,286
2023-09-25,286
2023-10-06,286
2023-10-15,286
2019-03-29,285
2019-04-01,285
2019-04-18,285
2019-09-02,285
2019-10-23,285
2019-10-24,285
2020-03-09,285
2020-05-14,285
2020-11-03,285
2020-12-09,285
2020-12-12,285
2020-12-18,285
2020-12-25,285
2021-01-04,285
2021-01-21,285
2021-10-19,285
2022-02-28,285
2022-04-10,285
2022-07-01,285
2022-08-29,285
2022-09-04,285
2022-09-07,285
2023-01-12,285
2023-02-21,285
2023-02-24,285
2023-11-21,285
2023-12-30,285
2019-02-11,284
2019-03-14,284
2019-03-25,284
2019-06-16,284
2019-12-28,284
2020-06-29,284
2020-07-09,284
2020-07-15,284
2020-07-16,284
2020-08-10,284
2020-08-22,284
2020-09-17,284
2020-10-16,284
2020-10-31,284
2020-12-21,284
2021-01-24,284
2021-03-08,284
2021-06-29,284
2021-09-02,284
2022-03-27,284
2022-06-12,284
2022-09-05,284
2022-12-15,284
2023-01-05,284
2023-02-03,284
2023-03-01,284
2023-08-10,284
2023-11-02,284
2019-01-05,283
2019-04-06,283
2019-04-28,283
2019-06-17,283
2019-06-22,283
2020-02-09,283
2020-02-13,283
2020-03-30,283
2020-06-19,283
2020-06-25,283
