transaction_id,count
TXN000000583,1
TXN000000582,1
TXN000000581,1
TXN000000580,1
TXN000000579,1
TXN000000578,1
TXN000000577,1
TXN000000608,1
TXN000000607,1
TXN000000606,1
TXN000000605,1
TXN000000604,1
TXN000000603,1
TXN000000602,1
TXN000000601,1
TXN000000600,1
TXN000000599,1
TXN000000598,1
TXN000000597,1
TXN000000596,1
TXN000000595,1
TXN000000594,1
TXN000000593,1
TXN000000624,1
TXN000000623,1
TXN000000622,1
TXN000000621,1
TXN000000620,1
TXN000000619,1
TXN000000618,1
TXN000000617,1
TXN000000616,1
TXN000000615,1
TXN000000614,1
TXN000000613,1
TXN000000612,1
TXN000000611,1
TXN000000610,1
TXN000000609,1
TXN000000640,1
TXN000000639,1
TXN000000638,1
TXN000000637,1
TXN000000636,1
TXN000000635,1
TXN000000634,1
TXN000000633,1
TXN000000632,1
TXN000000631,1
TXN000000630,1
TXN000000629,1
TXN000000628,1
TXN000000627,1
TXN000000626,1
TXN000000625,1
TXN000000656,1
TXN000000655,1
TXN000000654,1
TXN000000653,1
TXN000000652,1
TXN000000651,1
TXN000000650,1
TXN000000649,1
TXN000000648,1
TXN000000647,1
TXN000000646,1
TXN000000645,1
TXN000000644,1
TXN000000643,1
TXN000000642,1
TXN000000641,1
TXN000000672,1
TXN000000671,1
TXN000000670,1
TXN000000669,1
TXN000000668,1
TXN000000667,1
TXN000000666,1
TXN000000665,1
TXN000000664,1
TXN000000663,1
TXN000000662,1
TXN000000661,1
TXN000000660,1
TXN000000659,1
TXN000000658,1
TXN000000657,1
TXN000000688,1
TXN000000687,1
TXN000000686,1
TXN000000685,1
TXN000000684,1
TXN000000683,1
TXN000000682,1
TXN000000681,1
TXN000000680,1
TXN000000679,1
TXN000000678,1
TXN000000677,1
TXN000000676,1
TXN000000675,1
TXN000000674,1
TXN000000673,1
TXN000000704,1
TXN000000703,1
TXN000000702,1
TXN000000701,1
TXN000000700,1
TXN000000699,1
TXN000000698,1
TXN000000697,1
TXN000000696,1
TXN000000695,1
TXN000000694,1
TXN000000693,1
TXN000000692,1
TXN000000691,1
TXN000000690,1
TXN000000689,1
TXN000000720,1
TXN000000719,1
TXN000000718,1
TXN000000717,1
TXN000000716,1
TXN000000715,1
TXN000000714,1
TXN000000713,1
TXN000000712,1
TXN000000711,1
TXN000000710,1
TXN000000709,1
TXN000000708,1
TXN000000707,1
TXN000000706,1
TXN000000705,1
TXN000000736,1
TXN000000735,1
TXN000000734,1
TXN000000733,1
TXN000000732,1
TXN000000731,1
TXN000000730,1
TXN000000729,1
TXN000000728,1
TXN000000727,1
TXN000000726,1
TXN000000725,1
TXN000000724,1
TXN000000723,1
TXN000000722,1
TXN000000721,1
TXN000000752,1
TXN000000751,1
TXN000000750,1
TXN000000749,1
TXN000000748,1
TXN000000747,1
TXN000000746,1
TXN000000745,1
TXN000000744,1
TXN000000743,1
TXN000000742,1
TXN000000741,1
TXN000000740,1
TXN000000739,1
TXN000000738,1
TXN000000737,1
TXN000000768,1
TXN000000767,1
TXN000000766,1
TXN000000765,1
TXN000000764,1
TXN000000763,1
TXN000000762,1
TXN000000761,1
TXN000000760,1
TXN000000759,1
TXN000000758,1
TXN000000757,1
TXN000000756,1
TXN000000755,1
TXN000000754,1
TXN000000753,1
TXN000000784,1
TXN000000783,1
TXN000000782,1
TXN000000781,1
TXN000000780,1
TXN000000779,1
TXN000000778,1
TXN000000777,1
TXN000000776,1
TXN000000775,1
TXN000000774,1
TXN000000773,1
TXN000000772,1
TXN000000771,1
TXN000000770,1
TXN000000769,1
TXN000000800,1
TXN000000799,1
TXN000000798,1
TXN000000797,1
TXN000000796,1
TXN000000795,1
TXN000000794,1
TXN000000793,1
TXN000000792,1
TXN000000791,1
TXN000000790,1
TXN000000789,1
TXN000000788,1
TXN000000787,1
TXN000000786,1
TXN000000785,1
TXN000000816,1
TXN000000815,1
TXN000000814,1
TXN000000813,1
TXN000000812,1
TXN000000811,1
TXN000000810,1
TXN000000809,1
TXN000000808,1
TXN000000807,1
TXN000000806,1
TXN000000805,1
TXN000000804,1
TXN000000803,1
TXN000000802,1
TXN000000801,1
TXN000000832,1
TXN000000831,1
TXN000000830,1
TXN000000829,1
TXN000000828,1
TXN000000827,1
TXN000000826,1
TXN000000825,1
TXN000000824,1
TXN000000823,1
TXN000000822,1
TXN000000821,1
TXN000000820,1
TXN000000819,1
TXN000000818,1
TXN000000817,1
TXN000000848,1
TXN000000847,1
TXN000000846,1
TXN000000845,1
TXN000000844,1
TXN000000843,1
TXN000000842,1
TXN000000841,1
TXN000000840,1
TXN000000839,1
TXN000000838,1
TXN000000837,1
TXN000000836,1
TXN000000835,1
TXN000000834,1
TXN000000833,1
TXN000000864,1
TXN000000863,1
TXN000000862,1
TXN000000861,1
TXN000000860,1
TXN000000859,1
TXN000000858,1
TXN000000857,1
TXN000000856,1
TXN000000855,1
TXN000000854,1
TXN000000853,1
TXN000000852,1
TXN000000851,1
TXN000000850,1
TXN000000849,1
TXN000000880,1
TXN000000879,1
TXN000000878,1
TXN000000877,1
TXN000000876,1
TXN000000875,1
TXN000000874,1
TXN000000873,1
TXN000000872,1
TXN000000871,1
TXN000000870,1
TXN000000869,1
TXN000000868,1
TXN000000867,1
TXN000000866,1
TXN000000865,1
TXN000000896,1
TXN000000895,1
TXN000000894,1
TXN000000893,1
TXN000000892,1
TXN000000891,1
TXN000000890,1
TXN000000889,1
TXN000000888,1
TXN000000887,1
TXN000000886,1
TXN000000885,1
TXN000000884,1
TXN000000883,1
TXN000000882,1
TXN000000881,1
TXN000000912,1
TXN000000911,1
TXN000000910,1
TXN000000909,1
TXN000000908,1
TXN000000907,1
TXN000000906,1
TXN000000905,1
TXN000000904,1
TXN000000903,1
TXN000000902,1
TXN000000901,1
TXN000000900,1
TXN000000899,1
TXN000000898,1
TXN000000897,1
TXN000000928,1
TXN000000927,1
TXN000000926,1
TXN000000925,1
TXN000000924,1
TXN000000923,1
TXN000000922,1
TXN000000921,1
TXN000000920,1
TXN000000919,1
TXN000000918,1
TXN000000917,1
TXN000000916,1
TXN000000915,1
TXN000000914,1
TXN000000913,1
TXN000000944,1
TXN000000943,1
TXN000000942,1
TXN000000941,1
TXN000000940,1
TXN000000939,1
TXN000000938,1
TXN000000937,1
TXN000000936,1
TXN000000935,1
TXN000000934,1
TXN000000933,1
TXN000000932,1
TXN000000931,1
TXN000000930,1
TXN000000929,1
TXN000000960,1
TXN000000959,1
TXN000000958,1
TXN000000957,1
TXN000000956,1
TXN000000955,1
TXN000000954,1
TXN000000953,1
TXN000000952,1
TXN000000951,1
TXN000000950,1
TXN000000949,1
TXN000000948,1
TXN000000947,1
TXN000000946,1
TXN000000945,1
TXN000000976,1
TXN000000975,1
TXN000000974,1
TXN000000973,1
TXN000000972,1
TXN000000971,1
TXN000000970,1
TXN000000969,1
TXN000000968,1
TXN000000967,1
TXN000000966,1
TXN000000965,1
TXN000000964,1
TXN000000963,1
TXN000000962,1
TXN000000961,1
TXN000000992,1
TXN000000991,1
TXN000000990,1
TXN000000989,1
TXN000000988,1
TXN000000987,1
TXN000000986,1
TXN000000985,1
TXN000000984,1
TXN000000983,1
TXN000000982,1
TXN000000981,1
TXN000000980,1
TXN000000979,1
TXN000000978,1
TXN000000977,1
TXN000001008,1
TXN000001007,1
TXN000001006,1
TXN000001005,1
TXN000001004,1
TXN000001003,1
TXN000001002,1
TXN000001001,1
TXN000001000,1
TXN000000999,1
TXN000000998,1
TXN000000997,1
TXN000000996,1
TXN000000995,1
TXN000000994,1
TXN000000993,1
TXN000001024,1
TXN000001023,1
TXN000001022,1
TXN000001021,1
TXN000001020,1
TXN000001019,1
TXN000001018,1
TXN000001017,1
TXN000001016,1
TXN000001015,1
TXN000001014,1
TXN000001013,1
TXN000001012,1
TXN000001011,1
TXN000001010,1
TXN000001009,1
TXN000001040,1
TXN000001039,1
TXN000001038,1
TXN000001037,1
TXN000001036,1
TXN000001035,1
TXN000001034,1
TXN000001033,1
TXN000001032,1
TXN000001031,1
TXN000001030,1
TXN000001029,1
TXN000001028,1
TXN000001027,1
TXN000001026,1
TXN000001025,1
TXN000001056,1
TXN000001055,1
TXN000001054,1
TXN000001053,1
TXN000001052,1
TXN000001051,1
TXN000001050,1
TXN000001049,1
TXN000001048,1
TXN000001047,1
TXN000001046,1
TXN000001045,1
TXN000001044,1
TXN000001043,1
TXN000001042,1
TXN000001041,1
TXN000001072,1
TXN000001071,1
TXN000001070,1
TXN000001069,1
TXN000001068,1
TXN000001067,1
TXN000001066,1
TXN000001065,1
TXN000001064,1
TXN000001063,1
TXN000001062,1
TXN000001061,1
TXN000001060,1
TXN000001059,1
TXN000001058,1
TXN000001057,1
TXN000001088,1
TXN000001087,1
TXN000001086,1
TXN000001085,1
TXN000001084,1
TXN000001083,1
TXN000001082,1
TXN000001081,1
TXN000001080,1
TXN000001079,1
TXN000001078,1
TXN000001077,1
TXN000001076,1
TXN000001075,1
TXN000001074,1
TXN000001073,1
TXN000001104,1
TXN000001103,1
TXN000001102,1
TXN000001101,1
TXN000001100,1
TXN000001099,1
TXN000001098,1
TXN000001097,1
TXN000001096,1
TXN000001095,1
TXN000001094,1
TXN000001093,1
TXN000001092,1
TXN000001091,1
TXN000001090,1
TXN000001089,1
TXN000001120,1
TXN000001119,1
TXN000001118,1
TXN000001117,1
TXN000001116,1
TXN000001115,1
TXN000001114,1
TXN000001113,1
TXN000001112,1
TXN000001111,1
TXN000001110,1
TXN000001109,1
TXN000001108,1
TXN000001107,1
TXN000001106,1
TXN000001105,1
TXN000001136,1
TXN000001135,1
TXN000001134,1
TXN000001133,1
TXN000001132,1
TXN000001131,1
TXN000001130,1
TXN000001129,1
TXN000001128,1
TXN000001127,1
TXN000001126,1
TXN000001125,1
TXN000001124,1
TXN000001123,1
TXN000001122,1
TXN000001121,1
TXN000001152,1
TXN000001151,1
TXN000001150,1
TXN000001149,1
TXN000001148,1
TXN000001147,1
TXN000001146,1
TXN000001145,1
TXN000001144,1
TXN000001143,1
TXN000001142,1
TXN000001141,1
TXN000001140,1
TXN000001139,1
TXN000001138,1
TXN000001137,1
TXN000001168,1
TXN000001167,1
TXN000001166,1
TXN000001165,1
TXN000001164,1
TXN000001163,1
TXN000001162,1
TXN000001161,1
TXN000001160,1
TXN000001159,1
TXN000001158,1
TXN000001157,1
TXN000001156,1
TXN000001155,1
TXN000001154,1
TXN000001153,1
TXN000001184,1
TXN000001183,1
TXN000001182,1
TXN000001181,1
TXN000001180,1
TXN000001179,1
TXN000001178,1
TXN000001177,1
TXN000001176,1
TXN000001175,1
TXN000001174,1
TXN000001173,1
TXN000001172,1
TXN000001171,1
TXN000001170,1
TXN000001169,1
TXN000001200,1
TXN000001199,1
TXN000001198,1
TXN000001197,1
TXN000001196,1
TXN000001195,1
TXN000001194,1
TXN000001193,1
TXN000001192,1
TXN000001191,1
TXN000001190,1
TXN000001189,1
TXN000001188,1
TXN000001187,1
TXN000001186,1
TXN000001185,1
TXN000001216,1
TXN000001215,1
TXN000001214,1
TXN000001213,1
TXN000001212,1
TXN000001211,1
TXN000001210,1
TXN000001209,1
TXN000001208,1
TXN000001207,1
TXN000001206,1
TXN000001205,1
TXN000001204,1
TXN000001203,1
TXN000001202,1
TXN000001201,1
TXN000001232,1
TXN000001231,1
TXN000001230,1
TXN000001229,1
TXN000001228,1
TXN000001227,1
TXN000001226,1
TXN000001225,1
TXN000001224,1
TXN000001223,1
TXN000001222,1
TXN000001221,1
TXN000001220,1
TXN000001219,1
TXN000001218,1
TXN000001217,1
TXN000001248,1
TXN000001247,1
TXN000001246,1
TXN000001245,1
TXN000001244,1
TXN000001243,1
TXN000001242,1
TXN000001241,1
TXN000001240,1
TXN000001239,1
TXN000001238,1
TXN000001237,1
TXN000001236,1
TXN000001235,1
TXN000001234,1
TXN000001233,1
TXN000001264,1
TXN000001263,1
TXN000001262,1
TXN000001261,1
TXN000001260,1
TXN000001259,1
TXN000001258,1
TXN000001257,1
TXN000001256,1
TXN000001255,1
TXN000001254,1
TXN000001253,1
TXN000001252,1
TXN000001251,1
TXN000001250,1
TXN000001249,1
TXN000001280,1
TXN000001279,1
TXN000001278,1
TXN000001277,1
TXN000001276,1
TXN000001275,1
TXN000001274,1
TXN000001273,1
TXN000001272,1
TXN000001271,1
TXN000001270,1
TXN000001269,1
TXN000001268,1
TXN000001267,1
TXN000001266,1
TXN000001265,1
TXN000001296,1
TXN000001295,1
TXN000001294,1
TXN000001293,1
TXN000001292,1
TXN000001291,1
TXN000001290,1
TXN000001289,1
TXN000001288,1
TXN000001287,1
TXN000001286,1
TXN000001285,1
TXN000001284,1
TXN000001283,1
TXN000001282,1
TXN000001281,1
TXN000001312,1
TXN000001311,1
TXN000001310,1
TXN000001309,1
TXN000001308,1
TXN000001307,1
TXN000001306,1
TXN000001305,1
TXN000001304,1
TXN000001303,1
TXN000001302,1
TXN000001301,1
TXN000001300,1
TXN000001299,1
TXN000001298,1
TXN000001297,1
TXN000001328,1
TXN000001327,1
TXN000001326,1
TXN000001325,1
TXN000001324,1
TXN000001323,1
TXN000001322,1
TXN000001321,1
TXN000001320,1
TXN000001319,1
TXN000001318,1
TXN000001317,1
TXN000001316,1
TXN000001315,1
TXN000001314,1
TXN000001313,1
TXN000001344,1
TXN000001343,1
TXN000001342,1
TXN000001341,1
TXN000001340,1
TXN000001339,1
TXN000001338,1
TXN000001337,1
TXN000001336,1
TXN000001335,1
TXN000001334,1
TXN000001333,1
TXN000001332,1
TXN000001331,1
TXN000001330,1
TXN000001329,1
TXN000001360,1
TXN000001359,1
TXN000001358,1
TXN000001357,1
TXN000001356,1
TXN000001355,1
TXN000001354,1
TXN000001353,1
TXN000001352,1
TXN000001351,1
TXN000001350,1
TXN000001349,1
TXN000001348,1
TXN000001347,1
TXN000001346,1
TXN000001345,1
TXN000001376,1
TXN000001375,1
TXN000001374,1
TXN000001373,1
TXN000001372,1
TXN000001371,1
TXN000001370,1
TXN000001369,1
TXN000001368,1
TXN000001367,1
TXN000001366,1
TXN000001365,1
TXN000001364,1
TXN000001363,1
TXN000001362,1
TXN000001361,1
TXN000001392,1
TXN000001391,1
TXN000001390,1
TXN000001389,1
TXN000001388,1
TXN000001387,1
TXN000001386,1
TXN000001385,1
TXN000001384,1
TXN000001383,1
TXN000001382,1
TXN000001381,1
TXN000001380,1
TXN000001379,1
TXN000001378,1
TXN000001377,1
TXN000001408,1
TXN000001407,1
TXN000001406,1
TXN000001405,1
TXN000001404,1
TXN000001403,1
TXN000001402,1
TXN000001401,1
TXN000001400,1
TXN000001399,1
TXN000001398,1
TXN000001397,1
TXN000001396,1
TXN000001395,1
TXN000001394,1
TXN000001393,1
TXN000001424,1
TXN000001423,1
TXN000001422,1
TXN000001421,1
TXN000001420,1
TXN000001419,1
TXN000001418,1
TXN000001417,1
TXN000001416,1
TXN000001415,1
TXN000001414,1
TXN000001413,1
TXN000001412,1
TXN000001411,1
TXN000001410,1
TXN000001409,1
TXN000001440,1
TXN000001439,1
TXN000001438,1
TXN000001437,1
TXN000001436,1
TXN000001435,1
TXN000001434,1
TXN000001433,1
TXN000001432,1
TXN000001431,1
TXN000001430,1
TXN000001429,1
TXN000001428,1
TXN000001427,1
TXN000001426,1
TXN000001425,1
TXN000001456,1
TXN000001455,1
TXN000001454,1
TXN000001453,1
TXN000001452,1
TXN000001451,1
TXN000001450,1
TXN000001449,1
TXN000001448,1
TXN000001447,1
TXN000001446,1
TXN000001445,1
TXN000001444,1
TXN000001443,1
TXN000001442,1
TXN000001441,1
TXN000001472,1
TXN000001471,1
TXN000001470,1
TXN000001469,1
TXN000001468,1
TXN000001467,1
TXN000001466,1
TXN000001465,1
TXN000001464,1
TXN000001463,1
TXN000001462,1
TXN000001461,1
TXN000001460,1
TXN000001459,1
TXN000001458,1
TXN000001457,1
TXN000001488,1
TXN000001487,1
TXN000001486,1
TXN000001485,1
TXN000001484,1
TXN000001483,1
TXN000001482,1
TXN000001481,1
TXN000001480,1
TXN000001479,1
TXN000001478,1
TXN000001477,1
TXN000001476,1
TXN000001475,1
TXN000001474,1
TXN000001473,1
TXN000001504,1
TXN000001503,1
TXN000001502,1
TXN000001501,1
TXN000001500,1
TXN000001499,1
TXN000001498,1
TXN000001497,1
TXN000001496,1
TXN000001495,1
TXN000001494,1
TXN000001493,1
TXN000001492,1
TXN000001491,1
TXN000001490,1
TXN000001489,1
TXN000001520,1
TXN000001519,1
TXN000001518,1
TXN000001517,1
TXN000001516,1
TXN000001515,1
TXN000001514,1
TXN000001513,1
TXN000001512,1
TXN000001511,1
TXN000001510,1
TXN000001509,1
TXN000001508,1
TXN000001507,1
TXN000001506,1
TXN000001505,1
TXN000001536,1
TXN000001535,1
TXN000001534,1
TXN000001533,1
TXN000001532,1
TXN000001531,1
TXN000001530,1
TXN000001529,1
TXN000001528,1
TXN000001527,1
TXN000001526,1
TXN000001525,1
TXN000001524,1
TXN000001523,1
TXN000001522,1
TXN000001521,1
TXN000001552,1
TXN000001551,1
TXN000001550,1
TXN000001549,1
TXN000001548,1
TXN000001547,1
TXN000001546,1
TXN000001545,1
TXN000001544,1
TXN000001543,1
TXN000001542,1
TXN000001541,1
TXN000001540,1
TXN000001539,1
TXN000001538,1
TXN000001537,1
TXN000001568,1
