transaction_time,count
14:19:00,385
15:26:00,385
23:40:00,385
17:44:00,385
16:09:00,385
07:43:00,385
10:14:00,385
00:54:00,385
11:09:00,385
14:10:00,385
02:36:00,385
07:12:00,385
17:55:00,385
03:51:00,385
04:17:00,385
09:01:00,385
04:04:00,385
02:21:00,385
12:19:00,385
23:17:00,385
18:06:00,385
17:29:00,385
15:43:00,385
19:50:00,385
13:25:00,385
14:30:00,385
10:07:00,384
00:38:00,384
23:10:00,384
23:35:00,384
05:29:00,384
10:21:00,384
22:18:00,384
03:20:00,384
15:48:00,384
13:19:00,384
00:00:00,384
06:22:00,384
17:23:00,384
10:49:00,384
12:30:00,384
19:36:00,384
22:26:00,384
07:30:00,384
11:13:00,384
20:29:00,384
17:04:00,384
18:57:00,384
04:55:00,384
07:14:00,384
22:19:00,384
06:16:00,384
14:22:00,384
22:41:00,384
22:43:00,384
05:32:00,384
05:24:00,384
14:37:00,384
23:45:00,383
04:28:00,383
08:38:00,383
12:51:00,383
09:48:00,383
11:43:00,383
11:36:00,383
19:29:00,383
19:00:00,383
05:43:00,383
17:21:00,383
10:34:00,383
08:36:00,383
23:28:00,383
23:16:00,383
09:39:00,383
07:50:00,383
15:44:00,383
16:21:00,383
11:14:00,383
01:20:00,383
16:52:00,383
11:07:00,383
11:45:00,383
05:45:00,383
18:11:00,383
23:07:00,382
11:47:00,382
13:07:00,382
22:04:00,382
10:00:00,382
02:52:00,382
06:31:00,382
15:37:00,382
15:06:00,382
01:05:00,382
21:55:00,382
01:06:00,382
15:22:00,382
13:47:00,382
15:35:00,382
14:09:00,382
15:07:00,382
12:17:00,382
04:24:00,382
07:13:00,382
11:11:00,382
13:50:00,382
13:54:00,382
14:50:00,382
19:09:00,381
12:23:00,381
17:40:00,381
07:37:00,381
11:52:00,381
12:40:00,381
12:50:00,381
01:27:00,381
20:53:00,381
03:13:00,381
09:36:00,381
21:58:00,381
21:38:00,381
20:05:00,381
04:32:00,381
01:39:00,381
15:29:00,381
08:48:00,381
04:42:00,381
15:40:00,381
01:00:00,381
10:09:00,381
13:10:00,381
10:12:00,381
13:51:00,381
11:30:00,381
21:24:00,381
21:21:00,381
01:53:00,381
18:32:00,381
03:19:00,381
08:53:00,380
08:18:00,380
13:43:00,380
22:52:00,380
08:21:00,380
12:35:00,380
19:27:00,380
19:13:00,380
02:50:00,380
13:46:00,380
16:45:00,380
00:29:00,380
23:42:00,380
07:38:00,380
04:09:00,380
08:10:00,380
02:44:00,380
21:13:00,380
04:05:00,380
02:17:00,380
19:01:00,380
04:06:00,380
23:48:00,380
04:33:00,380
00:52:00,380
19:47:00,380
16:46:00,380
10:50:00,380
05:14:00,380
23:18:00,380
21:20:00,380
16:10:00,380
23:00:00,380
20:46:00,380
19:24:00,380
10:54:00,380
05:38:00,380
17:01:00,380
19:06:00,380
16:50:00,380
02:16:00,380
19:28:00,379
03:58:00,379
00:20:00,379
13:21:00,379
21:18:00,379
17:41:00,379
15:27:00,379
08:03:00,379
20:40:00,379
07:41:00,379
16:03:00,379
16:39:00,379
09:34:00,379
00:23:00,379
10:42:00,379
04:16:00,379
10:01:00,379
20:47:00,379
11:40:00,379
15:15:00,379
10:20:00,379
00:49:00,379
14:53:00,379
08:28:00,379
12:47:00,379
07:58:00,379
00:46:00,379
02:57:00,378
00:34:00,378
16:22:00,378
05:07:00,378
01:51:00,378
20:02:00,378
06:14:00,378
07:59:00,378
19:44:00,378
04:18:00,378
07:42:00,378
17:19:00,378
12:58:00,378
10:53:00,378
15:00:00,378
03:35:00,378
06:45:00,378
06:49:00,378
09:32:00,378
09:38:00,378
12:04:00,378
15:52:00,378
20:52:00,378
06:48:00,378
07:10:00,378
12:33:00,377
10:30:00,377
20:14:00,377
21:35:00,377
06:10:00,377
14:16:00,377
17:17:00,377
01:24:00,377
21:25:00,377
23:14:00,377
14:21:00,377
16:29:00,377
13:58:00,377
18:42:00,377
10:52:00,377
20:31:00,377
06:27:00,377
18:38:00,377
20:03:00,377
01:45:00,377
15:56:00,377
02:23:00,377
05:44:00,376
03:47:00,376
01:37:00,376
21:26:00,376
04:14:00,376
23:55:00,376
22:29:00,376
21:40:00,376
20:06:00,376
17:26:00,376
17:14:00,376
05:06:00,376
22:42:00,376
03:15:00,376
13:32:00,376
02:19:00,376
15:17:00,376
23:09:00,376
19:10:00,376
23:58:00,376
08:17:00,376
01:57:00,376
21:29:00,376
12:26:00,376
14:35:00,376
16:20:00,375
04:21:00,375
23:29:00,375
14:25:00,375
04:48:00,375
07:48:00,375
03:38:00,375
13:08:00,375
22:58:00,375
20:24:00,375
19:18:00,375
19:52:00,375
12:37:00,375
04:35:00,375
03:25:00,375
19:55:00,375
04:23:00,375
01:54:00,375
09:59:00,375
18:21:00,375
21:23:00,375
01:15:00,375
16:53:00,375
06:30:00,375
21:48:00,374
05:51:00,374
07:51:00,374
16:58:00,374
13:14:00,374
03:31:00,374
05:02:00,374
04:47:00,374
09:07:00,374
14:13:00,374
00:10:00,374
13:03:00,374
18:56:00,374
08:07:00,374
10:16:00,374
06:42:00,374
12:07:00,374
20:25:00,374
14:59:00,374
07:49:00,374
09:49:00,374
01:48:00,373
07:47:00,373
08:08:00,373
03:23:00,373
06:54:00,373
15:03:00,373
16:25:00,373
13:04:00,373
08:27:00,373
03:49:00,373
09:20:00,373
09:02:00,373
19:42:00,373
14:49:00,373
22:38:00,373
20:33:00,373
03:55:00,373
12:49:00,373
13:45:00,373
19:32:00,373
06:33:00,373
20:36:00,372
00:17:00,372
22:11:00,372
05:50:00,372
07:16:00,372
02:46:00,372
04:38:00,372
12:10:00,372
01:12:00,372
22:34:00,372
19:49:00,372
21:07:00,372
19:43:00,372
13:36:00,372
06:04:00,372
00:05:00,372
07:39:00,372
14:39:00,372
23:30:00,372
12:05:00,372
00:42:00,372
23:52:00,372
06:23:00,372
00:53:00,372
05:03:00,372
01:42:00,372
04:30:00,372
20:51:00,372
14:33:00,372
23:19:00,372
06:20:00,371
05:28:00,371
14:43:00,371
00:01:00,371
02:55:00,371
18:05:00,371
03:59:00,371
07:52:00,371
03:27:00,371
19:56:00,371
22:20:00,371
18:10:00,371
11:02:00,371
21:27:00,371
22:01:00,371
13:28:00,371
17:10:00,371
05:58:00,371
18:39:00,371
18:31:00,371
01:01:00,371
16:07:00,371
05:25:00,371
12:08:00,371
20:11:00,371
03:48:00,371
09:08:00,371
17:51:00,371
21:00:00,371
11:39:00,371
13:15:00,371
13:52:00,371
09:30:00,371
12:09:00,370
10:56:00,370
18:47:00,370
13:00:00,370
15:24:00,370
07:04:00,370
16:41:00,370
05:26:00,370
07:18:00,370
05:46:00,370
18:40:00,370
07:44:00,370
06:34:00,370
02:24:00,370
09:56:00,370
22:45:00,370
08:59:00,370
05:13:00,370
14:48:00,370
02:14:00,370
12:34:00,370
03:52:00,370
03:29:00,370
18:01:00,370
12:28:00,370
04:41:00,370
07:56:00,369
05:17:00,369
10:10:00,369
20:04:00,369
00:02:00,369
07:11:00,369
07:45:00,369
04:37:00,369
05:19:00,369
08:00:00,369
17:34:00,369
06:02:00,369
19:21:00,369
05:40:00,369
03:30:00,369
18:14:00,369
02:28:00,369
09:58:00,369
10:48:00,369
11:17:00,369
06:57:00,369
17:03:00,369
00:06:00,369
10:26:00,368
11:46:00,368
16:26:00,368
01:46:00,368
17:46:00,368
13:39:00,368
02:48:00,368
19:46:00,368
10:46:00,368
11:48:00,368
05:04:00,368
01:22:00,368
10:08:00,368
04:27:00,368
08:04:00,368
00:41:00,368
11:19:00,368
10:11:00,368
10:36:00,368
20:08:00,368
22:07:00,368
17:22:00,367
14:47:00,367
15:47:00,367
15:53:00,367
14:28:00,367
21:36:00,367
03:14:00,367
09:18:00,367
07:17:00,367
02:11:00,367
02:25:00,367
08:11:00,367
03:12:00,367
03:10:00,367
10:24:00,367
13:13:00,367
00:15:00,367
06:21:00,367
21:08:00,367
08:05:00,367
13:06:00,367
14:57:00,367
08:50:00,367
10:05:00,367
12:29:00,366
20:56:00,366
10:39:00,366
22:35:00,366
11:03:00,366
08:09:00,366
18:59:00,366
00:50:00,366
18:28:00,366
07:19:00,366
01:55:00,366
18:07:00,366
07:54:00,366
07:32:00,366
05:20:00,366
15:23:00,366
21:34:00,366
18:43:00,366
07:25:00,366
02:08:00,366
14:54:00,366
11:16:00,366
12:43:00,366
14:05:00,366
10:13:00,366
04:00:00,366
09:12:00,366
02:06:00,366
16:23:00,365
09:57:00,365
00:31:00,365
21:28:00,365
04:49:00,365
18:45:00,365
09:40:00,365
19:59:00,365
16:32:00,365
22:05:00,365
23:11:00,365
14:03:00,365
20:21:00,365
23:01:00,365
15:57:00,365
00:21:00,365
08:47:00,365
23:50:00,365
11:12:00,364
20:10:00,364
08:45:00,364
11:23:00,364
11:55:00,364
19:25:00,364
05:12:00,364
18:41:00,364
23:05:00,364
14:36:00,364
12:38:00,364
13:20:00,364
22:25:00,364
18:48:00,364
00:07:00,364
14:32:00,364
09:22:00,364
13:56:00,364
15:04:00,363
19:22:00,363
04:10:00,363
03:01:00,363
05:52:00,363
01:21:00,363
02:34:00,363
05:34:00,363
18:26:00,363
05:56:00,363
20:00:00,363
19:41:00,363
14:27:00,363
18:18:00,363
03:18:00,363
03:57:00,363
09:52:00,363
19:58:00,362
01:49:00,362
00:25:00,362
21:54:00,362
14:40:00,362
02:43:00,362
12:54:00,362
18:36:00,362
16:34:00,362
10:55:00,362
23:27:00,362
04:25:00,362
15:19:00,362
19:45:00,362
04:39:00,362
01:28:00,362
04:52:00,362
05:35:00,362
14:15:00,361
01:30:00,361
18:00:00,361
20:16:00,361
07:23:00,361
03:17:00,361
16:31:00,361
01:50:00,361
18:58:00,361
18:49:00,361
20:23:00,361
21:31:00,361
22:51:00,361
23:22:00,361
11:58:00,361
18:50:00,361
01:32:00,361
10:44:00,361
00:03:00,361
21:37:00,361
08:37:00,361
08:12:00,361
14:52:00,361
01:08:00,360
15:05:00,360
14:29:00,360
13:18:00,360
06:47:00,360
17:33:00,360
15:54:00,360
22:39:00,360
01:35:00,360
13:42:00,360
19:34:00,360
13:05:00,360
06:26:00,360
16:24:00,360
04:46:00,360
22:54:00,360
13:57:00,360
08:26:00,359
09:35:00,359
20:58:00,359
16:56:00,359
16:01:00,359
05:55:00,359
23:34:00,359
22:30:00,359
11:04:00,359
02:00:00,359
22:08:00,358
13:59:00,358
11:49:00,358
08:52:00,358
06:46:00,358
01:56:00,358
15:41:00,358
18:23:00,358
07:29:00,358
03:41:00,358
00:32:00,358
10:15:00,358
09:03:00,357
08:02:00,357
04:31:00,357
18:52:00,357
13:16:00,357
17:56:00,357
11:22:00,357
11:27:00,357
11:28:00,357
06:32:00,357
09:28:00,356
16:05:00,356
06:08:00,356
12:16:00,356
07:35:00,356
13:34:00,356
09:44:00,356
09:54:00,356
09:23:00,356
09:33:00,356
00:14:00,356
09:16:00,356
03:02:00,356
02:54:00,356
15:20:00,356
15:08:00,355
06:19:00,355
07:31:00,355
20:42:00,355
11:57:00,355
19:19:00,355
01:47:00,355
06:43:00,355
18:33:00,355
17:08:00,355
20:57:00,354
20:30:00,354
11:54:00,354
19:26:00,354
19:30:00,354
23:31:00,354
12:31:00,354
22:10:00,354
13:35:00,354
17:16:00,354
05:33:00,353
22:53:00,353
21:45:00,353
22:23:00,353
20:44:00,353
20:18:00,353
22:36:00,353
22:13:00,352
09:05:00,352
17:28:00,352
05:57:00,352
00:04:00,352
12:06:00,352
03:44:00,352
06:00:00,352
06:38:00,352
16:00:00,351
01:07:00,351
14:00:00,351
10:57:00,351
09:31:00,351
06:35:00,350
19:04:00,350
16:14:00,350
17:47:00,350
11:37:00,350
09:25:00,350
09:00:00,350
21:44:00,350
23:04:00,350
04:43:00,350
19:12:00,350
09:37:00,349
13:33:00,349
17:36:00,349
15:09:00,349
00:47:00,349
09:50:00,349
12:52:00,349
08:57:00,348
20:49:00,348
19:39:00,348
00:39:00,348
21:15:00,348
03:42:00,347
02:45:00,347
17:32:00,347
18:46:00,347
13:48:00,347
01:11:00,347
16:13:00,347
12:57:00,346
03:53:00,346
21:57:00,346
13:01:00,346
16:54:00,346
18:24:00,346
02:02:00,345
12:44:00,345
12:48:00,345
05:11:00,345
23:54:00,345
01:26:00,344
02:37:00,344
05:18:00,344
13:12:00,343
06:52:00,343
21:56:00,343
12:42:00,342
03:16:00,342
05:41:00,342
14:11:00,342
02:29:00,342
17:48:00,342
19:31:00,341
02:07:00,341
05:21:00,340
21:30:00,340
07:08:00,339
23:53:00,339
13:30:00,339
14:41:00,339
05:42:00,339
05:09:00,338
18:30:00,338
05:39:00,337
00:59:00,337
15:45:00,336
15:32:00,336
02:26:00,335
14:46:00,334
21:51:00,334
06:12:00,333
00:44:00,333
21:33:00,333
08:41:00,333
17:20:00,333
02:32:00,332
21:01:00,332
14:45:00,332
04:51:00,330
02:31:00,330
05:30:00,329
10:18:00,329
18:35:00,328
09:47:00,326
16:38:00,324
22:57:00,322
18:55:00,316
