customer_id,count
CUST024003,15
CUST044650,15
CUST046789,15
CUST077995,15
CUST013108,15
CUST058134,15
CUST026213,15
CUST028016,15
CUST074531,15
CUST054629,15
CUST056401,15
CUST052794,15
CUST043320,15
CUST059783,15
CUST039586,15
CUST075970,15
CUST074295,15
CUST070806,15
CUST058227,15
CUST011991,15
CUST041161,15
CUST056729,15
CUST029628,15
CUST006028,15
CUST039987,15
CUST058678,15
CUST035465,15
CUST032814,15
CUST003298,15
CUST005308,14
CUST053193,14
CUST016795,14
CUST004741,14
CUST048000,14
CUST018896,14
CUST001734,14
CUST024719,14
CUST034816,14
CUST010133,14
CUST053929,14
CUST027425,14
CUST024687,14
CUST044969,14
CUST019466,14
CUST079356,14
CUST004945,14
CUST050950,14
CUST008658,14
CUST060462,14
CUST008492,14
CUST023268,14
CUST051276,14
CUST052090,14
CUST038668,14
CUST064728,14
CUST035980,14
CUST026625,14
CUST016391,14
CUST027041,14
CUST024250,14
CUST027983,14
CUST010415,14
CUST040982,14
CUST013436,14
CUST012420,14
CUST023355,14
CUST043286,14
CUST024557,14
CUST073491,14
CUST033967,14
CUST004829,14
CUST004678,14
CUST014283,14
CUST050482,14
CUST014829,14
CUST020857,14
CUST019132,14
CUST004747,14
CUST068920,14
CUST065923,14
CUST064182,14
CUST034415,14
CUST078851,14
CUST007942,14
CUST005687,14
CUST070561,14
CUST024993,14
CUST067310,14
CUST076710,14
CUST047693,14
CUST051268,14
CUST057109,14
CUST020048,14
CUST004816,14
CUST020320,14
CUST060247,14
CUST032187,14
CUST002826,14
CUST010863,14
CUST060129,14
CUST057273,14
CUST001588,14
CUST046208,14
CUST031337,14
CUST051115,14
CUST032210,14
CUST016979,14
CUST040423,14
CUST051306,14
CUST078760,14
CUST061854,14
CUST055164,14
CUST008462,14
CUST012439,14
CUST007610,14
CUST076321,14
CUST073546,14
CUST009634,14
CUST030188,14
CUST006213,14
CUST075477,14
CUST007475,14
CUST041376,14
CUST008877,14
CUST022323,14
CUST053083,14
CUST013777,14
CUST005056,14
CUST026318,14
CUST006199,14
CUST056767,14
CUST064451,14
CUST054214,14
CUST071508,14
CUST042835,14
CUST078456,14
CUST023322,14
CUST047955,14
CUST052659,14
CUST009564,14
CUST047132,14
CUST028560,14
CUST052457,14
CUST040004,14
CUST026577,14
CUST016762,14
CUST055720,14
CUST052346,14
CUST001281,14
CUST012588,14
CUST062224,14
CUST017881,14
CUST047813,14
CUST022288,14
CUST025603,14
CUST001246,14
CUST017425,14
CUST029773,14
CUST061911,14
CUST072744,14
CUST021036,14
CUST064034,14
CUST076852,14
CUST018818,14
CUST024849,14
CUST014987,14
CUST009422,14
CUST049485,14
CUST022383,14
CUST038106,14
CUST079052,14
CUST053479,14
CUST025727,14
CUST057746,14
CUST023711,14
CUST048244,14
CUST004726,14
CUST060591,14
CUST050397,14
CUST042025,14
CUST025438,14
CUST017205,14
CUST014841,14
CUST069181,14
CUST068931,14
CUST003135,14
CUST038102,14
CUST028564,14
CUST016835,14
CUST002036,14
CUST038703,14
CUST019690,14
CUST030140,14
CUST031349,14
CUST054570,14
CUST072277,14
CUST042476,14
CUST008858,14
CUST011008,14
CUST032617,14
CUST019174,14
CUST038597,14
CUST024331,14
CUST035755,14
CUST024230,14
CUST073507,14
CUST060577,14
CUST055222,14
CUST024396,14
CUST054200,14
CUST020615,14
CUST072259,14
CUST033299,14
CUST018557,14
CUST049588,14
CUST060405,14
CUST015286,14
CUST029481,14
CUST053784,14
CUST042276,14
CUST002811,14
CUST037381,14
CUST069673,14
CUST050004,14
CUST022073,14
CUST027332,14
CUST054968,14
CUST078223,14
CUST069301,14
CUST002487,14
CUST027269,14
CUST008098,14
CUST005213,14
CUST014751,14
CUST014636,14
CUST009214,14
CUST054167,14
CUST036428,14
CUST001610,14
CUST015663,14
CUST017619,14
CUST059510,14
CUST046316,14
CUST019163,14
CUST043544,14
CUST048737,14
CUST003079,14
CUST074039,14
CUST029670,14
CUST037078,14
CUST066437,14
CUST036318,14
CUST062653,14
CUST025475,14
CUST035082,14
CUST027123,14
CUST004438,14
CUST045875,14
CUST041621,14
CUST072673,14
CUST065714,14
CUST041185,14
CUST032554,14
CUST033909,14
CUST071893,14
CUST016967,14
CUST069563,14
CUST016984,14
CUST037383,14
CUST059952,14
CUST014907,14
CUST063743,14
CUST011496,14
CUST011511,14
CUST060457,14
CUST017890,14
CUST036036,14
CUST005445,14
CUST037008,14
CUST073194,14
CUST001994,14
CUST021723,14
CUST065075,14
CUST009747,14
CUST075129,14
CUST034991,14
CUST069075,14
CUST048976,14
CUST069192,14
CUST051371,14
CUST037994,14
CUST038971,14
CUST052775,14
CUST021428,14
CUST029027,14
CUST006655,14
CUST040136,14
CUST057156,14
CUST038635,14
CUST015648,14
CUST002694,14
CUST041574,14
CUST057028,14
CUST057126,14
CUST066331,14
CUST043101,14
CUST016916,14
CUST037799,14
CUST015351,14
CUST013247,14
CUST002043,14
CUST026593,14
CUST049283,14
CUST067923,14
CUST038372,14
CUST002018,14
CUST075136,14
CUST006237,14
CUST013673,14
CUST063884,14
CUST048630,14
CUST073172,14
CUST031819,14
CUST021488,14
CUST008977,14
CUST018803,14
CUST029759,14
CUST019046,14
CUST043202,14
CUST070515,14
CUST008330,14
CUST017464,14
CUST057149,14
CUST074857,14
CUST058462,14
CUST015427,14
CUST075801,14
CUST046415,14
CUST064092,14
CUST005691,14
CUST052914,14
CUST058615,14
CUST077660,14
CUST021864,14
CUST031077,14
CUST057573,14
CUST045798,14
CUST068846,14
CUST036127,14
CUST022653,14
CUST038589,14
CUST038753,14
CUST024539,14
CUST027216,14
CUST001758,14
CUST011877,14
CUST045604,14
CUST005376,14
CUST039881,14
CUST015524,14
CUST021827,14
CUST077659,14
CUST024653,14
CUST017570,14
CUST052023,14
CUST000264,14
CUST037347,14
CUST066271,14
CUST041391,14
CUST034516,14
CUST060115,14
CUST024845,14
CUST025701,14
CUST026010,14
CUST075996,14
CUST047579,14
CUST053014,14
CUST072112,14
CUST014466,14
CUST032867,14
CUST032335,14
CUST070654,14
CUST050379,14
CUST067685,14
CUST048280,14
CUST059399,14
CUST040858,14
CUST028121,14
CUST078176,14
CUST046060,14
CUST070361,14
CUST007445,14
CUST012421,14
CUST010712,14
CUST032807,14
CUST077094,14
CUST042029,14
CUST057565,14
CUST028667,14
CUST039468,14
CUST034161,14
CUST026748,14
CUST011561,14
CUST010688,14
CUST023665,14
CUST068399,14
CUST076760,14
CUST043086,14
CUST046234,14
CUST074211,14
CUST044830,14
CUST040523,14
CUST003881,14
CUST079861,14
CUST072043,14
CUST022369,14
CUST070100,14
CUST022063,14
CUST035559,14
CUST077991,14
CUST032640,14
CUST005585,14
CUST023708,14
CUST053678,14
CUST045517,14
CUST030312,14
CUST008725,14
CUST014288,14
CUST010368,14
CUST032339,14
CUST007616,14
CUST016767,14
CUST015971,14
CUST058098,14
CUST045606,14
CUST002354,14
CUST077953,14
CUST049589,14
CUST066524,14
CUST052312,14
CUST019829,14
CUST015780,14
CUST034903,14
CUST039719,14
CUST029012,14
CUST023745,14
CUST052410,14
CUST071570,14
CUST056637,14
CUST071556,14
CUST030977,14
CUST048312,14
CUST079950,14
CUST032915,14
CUST006821,14
CUST053703,14
CUST022363,14
CUST046871,14
CUST011264,14
CUST060978,14
CUST009585,14
CUST052396,14
CUST021832,14
CUST027893,14
CUST076594,14
CUST043263,14
CUST027676,14
CUST021731,14
CUST061538,14
CUST016954,14
CUST028177,14
CUST052397,14
CUST035852,14
CUST055885,14
CUST004952,14
CUST068618,14
CUST026224,14
CUST056573,14
CUST077904,14
CUST008175,14
CUST071153,14
CUST071611,14
CUST014547,14
CUST025827,14
CUST076257,14
CUST054928,14
CUST001256,14
CUST067347,14
CUST078734,14
CUST040263,14
CUST079838,14
CUST048176,14
CUST025052,14
CUST006811,14
CUST009206,14
CUST065346,14
CUST024316,14
CUST026364,14
CUST034087,14
CUST059701,14
CUST004159,14
CUST020440,14
CUST077322,14
CUST058292,14
CUST071998,14
CUST031461,14
CUST005424,14
CUST069740,13
CUST076339,13
CUST045530,13
CUST007394,13
CUST030928,13
CUST060423,13
CUST066306,13
CUST037409,13
CUST064423,13
CUST055159,13
CUST041114,13
CUST070456,13
CUST005266,13
CUST018228,13
CUST038109,13
CUST001494,13
CUST062908,13
CUST026286,13
CUST003856,13
CUST062765,13
CUST023830,13
CUST066229,13
CUST070748,13
CUST066859,13
CUST035866,13
CUST043404,13
CUST004618,13
CUST008997,13
CUST028357,13
CUST033143,13
CUST057627,13
CUST015066,13
CUST067029,13
CUST043065,13
CUST055689,13
CUST001616,13
CUST076671,13
CUST078767,13
CUST050678,13
CUST021792,13
CUST024681,13
CUST008485,13
CUST076969,13
CUST058636,13
CUST043419,13
CUST020894,13
CUST057329,13
CUST061519,13
CUST071972,13
CUST022766,13
CUST005256,13
CUST078699,13
CUST074905,13
CUST065751,13
CUST046623,13
CUST069379,13
CUST070813,13
CUST014915,13
CUST041262,13
CUST005926,13
CUST048647,13
CUST017442,13
CUST076165,13
CUST013736,13
CUST068080,13
CUST047964,13
CUST069943,13
CUST005053,13
CUST027302,13
CUST060136,13
CUST053910,13
CUST001059,13
CUST079624,13
CUST051876,13
CUST005126,13
CUST069135,13
CUST015943,13
CUST051872,13
CUST047260,13
CUST064308,13
CUST009282,13
CUST058929,13
CUST069987,13
CUST008592,13
CUST027411,13
CUST071196,13
CUST078180,13
CUST024040,13
CUST014760,13
CUST030517,13
CUST036407,13
CUST007890,13
CUST023939,13
CUST004921,13
CUST029411,13
CUST042774,13
CUST032281,13
CUST070745,13
CUST019776,13
CUST065770,13
CUST039064,13
CUST007031,13
CUST061293,13
CUST034727,13
CUST071565,13
CUST022225,13
CUST055012,13
CUST030374,13
CUST011826,13
CUST078906,13
CUST024842,13
CUST010948,13
CUST034765,13
CUST034060,13
CUST072598,13
CUST021395,13
CUST068999,13
CUST059090,13
CUST043665,13
CUST017630,13
CUST050586,13
CUST046567,13
CUST019348,13
CUST069867,13
CUST067731,13
CUST043294,13
CUST060414,13
CUST053767,13
CUST055920,13
CUST077329,13
CUST014194,13
CUST034018,13
CUST021865,13
CUST057617,13
CUST031958,13
CUST062302,13
CUST012645,13
CUST023255,13
CUST003578,13
CUST070702,13
CUST050247,13
CUST021151,13
CUST018954,13
CUST048652,13
CUST009030,13
CUST072806,13
CUST024996,13
CUST044860,13
CUST030654,13
CUST075411,13
CUST040459,13
CUST050728,13
CUST068869,13
CUST073917,13
CUST051099,13
CUST012498,13
CUST038135,13
CUST066515,13
CUST049413,13
CUST042302,13
CUST042756,13
CUST053495,13
CUST056564,13
CUST008760,13
CUST072599,13
CUST026422,13
CUST042106,13
CUST023663,13
CUST025868,13
CUST072511,13
CUST070809,13
CUST063210,13
CUST014836,13
CUST056978,13
CUST057610,13
CUST051735,13
CUST048249,13
CUST012180,13
CUST068164,13
CUST010208,13
CUST052137,13
CUST013699,13
CUST042306,13
CUST042379,13
CUST013422,13
CUST036158,13
CUST072438,13
CUST025424,13
CUST069494,13
CUST018343,13
CUST013257,13
CUST076057,13
CUST075094,13
CUST008487,13
CUST039794,13
CUST070205,13
CUST079387,13
CUST077446,13
CUST049679,13
CUST070799,13
CUST001158,13
CUST045822,13
CUST062892,13
CUST028318,13
CUST057037,13
CUST076556,13
CUST024827,13
CUST037773,13
CUST077088,13
CUST074645,13
CUST011654,13
CUST027962,13
CUST010797,13
CUST073353,13
CUST031924,13
CUST033567,13
CUST033813,13
CUST022091,13
CUST074537,13
CUST005180,13
CUST047765,13
CUST045931,13
CUST037459,13
CUST064259,13
CUST051755,13
CUST035108,13
CUST020023,13
CUST022330,13
CUST060496,13
CUST015591,13
CUST026924,13
CUST022201,13
CUST041578,13
CUST019590,13
CUST019484,13
CUST051157,13
CUST024193,13
CUST067353,13
CUST036043,13
CUST051554,13
CUST061601,13
CUST075377,13
CUST001572,13
CUST016831,13
CUST011230,13
CUST069976,13
CUST063216,13
CUST025301,13
CUST007550,13
CUST023646,13
CUST074452,13
CUST020254,13
CUST061425,13
CUST072901,13
CUST015806,13
CUST008742,13
CUST028445,13
CUST055547,13
CUST078310,13
CUST009932,13
CUST070971,13
CUST001118,13
CUST045171,13
CUST057023,13
CUST005470,13
CUST009075,13
CUST070955,13
CUST026522,13
CUST044486,13
CUST026366,13
CUST046117,13
CUST039016,13
CUST002527,13
CUST019185,13
CUST034856,13
CUST061688,13
CUST069056,13
CUST056796,13
CUST049811,13
CUST068622,13
CUST012791,13
CUST012643,13
CUST028681,13
CUST000696,13
CUST045935,13
CUST032069,13
CUST003603,13
CUST034442,13
CUST020138,13
CUST006540,13
CUST052238,13
CUST079481,13
CUST054294,13
CUST000718,13
CUST051455,13
CUST054674,13
CUST057072,13
CUST053761,13
CUST036928,13
CUST060445,13
CUST061264,13
CUST020103,13
CUST044139,13
CUST059304,13
CUST002966,13
CUST063693,13
CUST045829,13
CUST006680,13
CUST047069,13
CUST003046,13
CUST045096,13
CUST048896,13
CUST007408,13
CUST014900,13
CUST038722,13
CUST040161,13
CUST074660,13
CUST053567,13
CUST038788,13
CUST044259,13
CUST075823,13
CUST044927,13
CUST030818,13
CUST009363,13
CUST025154,13
CUST044817,13
CUST055574,13
CUST079279,13
CUST071561,13
CUST008452,13
CUST028254,13
CUST057821,13
CUST031360,13
CUST066005,13
CUST074131,13
CUST027753,13
CUST033847,13
CUST027916,13
CUST067591,13
CUST073364,13
CUST022317,13
CUST067272,13
CUST061333,13
CUST071292,13
CUST008117,13
CUST062035,13
CUST035598,13
CUST013058,13
CUST009940,13
CUST057805,13
CUST002995,13
CUST034488,13
CUST049514,13
CUST018469,13
CUST060325,13
CUST074674,13
CUST071774,13
CUST037474,13
CUST047391,13
CUST033291,13
CUST068567,13
CUST027972,13
CUST062847,13
CUST021384,13
CUST041329,13
CUST014835,13
CUST047186,13
CUST006644,13
CUST011006,13
CUST011081,13
CUST069035,13
CUST007112,13
CUST031737,13
CUST049213,13
CUST066237,13
CUST035830,13
CUST001885,13
CUST067296,13
CUST079293,13
CUST066068,13
CUST006536,13
CUST008456,13
CUST052190,13
CUST027963,13
CUST006483,13
CUST033507,13
CUST064622,13
CUST062962,13
CUST010038,13
CUST065347,13
CUST051031,13
CUST071267,13
CUST041974,13
CUST054036,13
CUST064790,13
CUST020818,13
CUST002481,13
CUST073231,13
CUST059259,13
CUST064076,13
CUST049696,13
CUST043733,13
CUST007217,13
CUST031475,13
CUST049239,13
CUST000665,13
CUST070376,13
CUST041056,13
CUST024241,13
CUST046001,13
CUST006013,13
CUST022394,13
CUST032412,13
CUST001950,13
CUST038376,13
CUST030091,13
CUST010376,13
CUST013675,13
CUST000204,13
CUST040659,13
CUST031911,13
CUST048192,13
CUST005834,13
CUST027141,13
CUST029282,13
CUST027461,13
CUST033949,13
CUST037931,13
CUST040362,13
CUST003047,13
CUST064557,13
CUST029677,13
CUST038287,13
CUST061860,13
CUST037976,13
CUST004413,13
CUST003451,13
CUST023439,13
CUST004115,13
CUST017229,13
CUST066014,13
CUST020261,13
CUST066689,13
CUST020844,13
CUST060723,13
CUST045904,13
CUST028647,13
CUST014752,13
CUST018136,13
CUST058673,13
CUST031601,13
CUST059247,13
CUST018972,13
CUST026297,13
CUST067991,13
CUST015651,13
CUST050421,13
CUST062372,13
CUST056644,13
CUST036610,13
CUST002530,13
CUST035390,13
CUST028951,13
CUST079029,13
CUST053552,13
CUST041001,13
CUST041012,13
CUST003825,13
CUST046418,13
CUST064794,13
CUST014736,13
CUST042409,13
CUST027273,13
CUST007640,13
CUST068775,13
CUST004168,13
CUST032553,13
CUST011787,13
CUST079141,13
CUST063173,13
CUST049219,13
CUST027769,13
CUST067042,13
CUST006689,13
CUST014540,13
CUST054360,13
CUST075974,13
CUST073077,13
CUST070154,13
CUST079047,13
CUST030907,13
CUST018225,13
CUST000717,13
CUST007794,13
CUST009603,13
CUST055870,13
CUST019327,13
CUST067090,13
CUST039892,13
CUST053094,13
CUST075223,13
CUST073277,13
CUST008136,13
CUST065303,13
CUST009914,13
CUST024976,13
CUST036009,13
CUST063053,13
CUST018333,13
CUST067327,13
CUST065479,13
CUST067713,13
CUST002690,13
CUST008983,13
CUST079342,13
CUST047918,13
CUST022424,13
CUST079426,13
CUST028861,13
CUST004359,13
CUST060947,13
CUST063011,13
CUST034445,13
CUST025066,13
CUST025357,13
CUST002821,13
CUST014220,13
CUST029547,13
CUST046569,13
CUST065409,13
CUST004887,13
CUST026835,13
CUST048744,13
CUST067901,13
CUST058893,13
CUST031132,13
CUST043308,13
CUST048190,13
CUST050066,13
CUST016470,13
CUST071090,13
CUST004256,13
CUST006554,13
CUST060535,13
CUST005681,13
CUST043492,13
CUST033747,13
CUST020115,13
CUST004983,13
CUST076826,13
CUST039387,13
CUST059457,13
CUST033244,13
CUST043186,13
CUST018893,13
CUST014010,13
CUST004596,13
CUST022147,13
CUST066157,13
CUST026812,13
CUST054434,13
CUST019613,13
CUST071856,13
CUST033851,13
CUST049400,13
CUST006678,13
CUST002949,13
CUST049885,13
CUST047012,13
CUST059970,13
CUST058924,13
CUST011247,13
CUST000060,13
CUST009804,13
CUST033673,13
CUST013952,13
CUST078658,13
CUST065547,13
CUST045843,13
CUST039773,13
CUST033674,13
CUST033421,13
CUST068905,13
CUST055281,13
CUST045814,13
CUST007935,13
CUST029921,13
CUST013747,13
CUST018004,13
CUST007266,13
CUST017433,13
CUST016684,13
CUST047214,13
CUST012014,13
CUST066065,13
CUST001790,13
CUST055157,13
CUST078122,13
CUST008207,13
CUST060245,13
CUST062230,13
CUST063002,13
CUST040833,13
CUST019045,13
CUST039551,13
CUST013501,13
CUST058130,13
CUST016965,13
CUST026288,13
CUST056846,13
CUST001633,13
CUST067388,13
CUST013019,13
CUST023992,13
CUST050791,13
CUST024887,13
CUST070247,13
CUST054410,13
CUST013797,13
CUST026508,13
CUST027366,13
CUST053770,13
CUST058597,13
CUST005557,13
CUST009197,13
CUST079635,13
CUST032207,13
CUST005974,13
CUST004979,13
CUST071335,13
CUST033049,13
CUST005229,13
CUST001343,13
CUST056761,13
CUST022475,13
CUST027908,13
CUST061440,13
CUST019440,13
CUST028037,13
CUST078562,13
CUST011508,13
CUST057330,13
CUST049625,13
CUST003807,13
CUST041047,13
CUST000433,13
CUST078234,13
CUST052048,13
CUST048389,13
CUST038288,13
CUST009935,13
CUST061457,13
CUST072848,13
CUST009910,13
CUST024744,13
CUST072084,13
CUST024896,13
CUST035825,13
CUST022901,13
CUST002184,13
CUST018166,13
CUST066826,13
CUST073496,13
CUST031933,13
CUST001862,13
CUST079585,13
CUST060501,13
CUST005197,13
CUST014368,13
CUST022790,13
CUST056024,13
CUST042812,13
CUST056025,13
CUST060453,13
CUST011438,13
CUST014411,13
CUST011111,13
CUST067137,13
CUST060625,13
CUST004883,13
CUST070836,13
CUST049104,13
CUST021200,13
CUST070067,13
CUST051530,13
CUST019268,13
CUST042395,13
CUST061238,13
CUST060350,13
CUST046547,13
CUST040059,13
CUST006500,13
CUST058778,13
CUST020656,13
CUST012225,13
CUST073745,13
CUST048212,13
CUST035454,13
CUST061510,13
CUST005805,13
CUST024313,13
CUST032912,13
CUST057248,13
CUST024599,13
CUST051056,13
CUST029699,13
CUST051246,13
CUST072151,13
CUST071813,13
CUST033513,13
CUST033582,13
CUST079796,13
CUST052230,13
CUST049666,13
CUST001606,13
CUST048273,13
CUST014246,13
CUST027413,13
CUST053331,13
CUST012337,13
CUST079073,13
CUST027193,13
CUST053635,13
CUST029660,13
CUST009157,13
CUST061990,13
CUST049604,13
CUST040227,13
CUST023626,13
CUST063390,13
CUST052902,13
CUST012229,13
CUST066422,13
CUST048555,13
CUST004109,13
CUST006976,13
CUST049303,13
CUST052596,13
CUST071181,13
CUST053015,13
CUST019759,13
CUST007350,13
CUST021323,13
CUST046728,13
CUST040728,13
CUST031078,13
CUST062280,13
CUST045653,13
CUST037343,13
CUST072937,13
CUST076517,13
CUST021759,13
CUST022189,13
CUST008059,13
CUST072585,13
CUST049037,13
CUST048576,13
CUST067494,13
CUST016222,13
CUST045821,13
CUST031029,13
CUST047166,13
CUST047650,13
CUST011321,13
CUST069292,13
CUST069201,13
CUST076699,13
CUST054158,13
CUST040789,13
CUST057447,13
CUST071028,13
CUST069336,13
CUST051851,13
CUST015579,13
CUST022617,13
CUST010611,13
CUST015486,13
CUST057359,13
CUST002019,13
CUST072579,13
CUST047352,13
CUST077168,13
CUST079352,13
CUST044224,13
CUST033293,13
CUST004491,13
CUST053830,13
CUST065551,13
CUST023794,13
CUST024275,13
CUST023291,13
CUST079504,13
CUST012103,13
CUST054643,13
CUST028943,13
CUST017565,13
CUST047343,13
CUST007984,13
CUST079431,13
CUST010275,13
CUST055046,13
CUST004505,13
CUST053769,13
CUST046578,13
CUST059458,13
CUST036070,13
CUST004433,13
CUST022448,13
CUST052033,13
CUST038305,13
CUST069450,13
CUST063756,13
CUST011474,13
CUST022502,13
CUST036012,13
CUST048815,13
CUST024237,13
CUST055433,13
CUST037463,13
CUST023677,13
CUST054087,13
CUST036100,13
CUST036425,13
CUST075762,13
CUST074784,13
CUST000454,13
CUST013639,13
CUST030870,13
CUST074333,13
CUST020564,13
CUST055983,13
CUST031499,13
CUST008494,13
CUST006862,13
CUST039812,13
CUST040300,13
CUST079069,13
CUST030233,13
CUST014389,13
CUST022040,13
CUST030154,13
CUST063903,13
CUST003514,13
CUST018483,13
CUST066202,13
CUST004201,13
CUST030068,13
CUST007662,13
CUST043277,13
CUST039028,13
CUST028456,13
CUST006773,13
CUST056666,13
CUST042760,13
CUST055114,13
CUST039501,13
CUST051999,13
CUST047826,13
CUST051769,13
CUST004787,13
CUST012344,13
CUST057477,13
CUST013938,13
CUST070232,13
CUST020824,13
CUST034550,13
CUST046512,13
CUST045533,13
CUST045846,13
CUST033435,13
CUST034529,13
CUST031137,13
CUST013920,13
CUST058397,13
CUST049347,13
CUST064545,13
CUST021585,13
CUST045079,13
CUST023001,13
CUST042981,13
CUST020925,13
CUST007720,13
CUST078023,13
CUST049779,13
CUST074939,13
CUST015014,13
CUST033946,13
CUST036303,13
CUST041356,13
CUST015824,13
CUST007596,13
CUST017765,13
CUST038302,13
CUST067124,13
CUST071102,13
CUST013317,13
CUST062958,13
CUST040721,13
CUST068423,13
CUST033974,13
